vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,中际旭创2021年1月至2026年7月每月末市盈率TTM走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|中际旭创|300308.SZ|2021-07-14|268.31|256.45|31|31.76|3.33|3.37|1237.11|115.53|3.81|3.73|0.22|0.32|148.24|291.32|282.55|20.49|
|中际旭创|300308.SZ|2021-07-13|272.09|260.06|31.44|32.2|3.38|3.41|1254.54|117.15|3.86|3.78|0.22|0.32|150.33|295.1|286.33|20.76|
|中际旭创|300308.SZ|2021-07-12|277.29|265.04|32.04|32.82|3.44|3.48|1278.54|119.39|3.93|3.85|0.22|0.31|153.2|300.3|291.53|21.14|
|中际旭创|300308.SZ|2021-07-09|259.11|247.66|29.94|30.67|3.22|3.25|1194.7|111.56|3.68|3.6|0.23|0.33|143.16|282.12|273.35|19.82|
|中际旭创|300308.SZ|2021-07-08|256.4|245.07|29.63|30.35|3.18|3.22|1182.21|110.4|3.64|3.56|0.23|0.34|141.66|279.41|270.64|19.62|
|中际旭创|300308.SZ|2021-07-07|261.61|250.04|30.23|30.96|3.25|3.28|1206.21|112.64|3.71|3.64|0.23|0.33|144.54|284.61|275.85|20|
|中际旭创|300308.SZ|2021-07-06|257.97|246.57|29.81|30.53|3.2|3.24|1189.44|111.07|3.66|3.59|0.23|0.33|142.53|280.98|272.21|19.74|
|中际旭创|300308.SZ|2021-07-05|258.25|246.84|29.84|30.57|3.21|3.24|1190.76|111.2|3.66|3.59|0.23|0.33|142.68|281.26|272.49|19.76|
|中际旭创|300308.SZ|2021-07-02|257.4|246.02|29.74|30.47|3.2|3.23|1186.81|110.83|3.65|3.58|0.23|0.34|142.21|280.41|271.64|19.7|
|中际旭创|300308.SZ|2021-07-01|263.46|251.82|30.44|31.18|3.27|3.31|1214.76|113.44|3.74|3.66|0.23|0.33|145.56|286.47|277.7|20.13|
|中际旭创|300308.SZ|2021-06-30|274.65|262.52|31.73|32.51|3.41|3.45|1266.37|118.26|3.9|3.82|0.22|0.31|151.74|297.66|288.89|20.95|
|中际旭创|300308.SZ|2021-06-29|273.51|261.42|31.6|32.37|3.4|3.43|1261.11|117.77|3.88|3.8|0.22|0.32|151.11|296.52|287.75|20.86|
|中际旭创|300308.SZ|2021-06-28|273.44|261.36|31.59|32.36|3.39|3.43|1260.79|117.74|3.88|3.8|0.22|0.32|151.07|296.45|287.68|20.86|
|中际旭创|300308.SZ|2021-06-25|263.74|252.09|30.47|31.22|3.27|3.31|1216.07|113.56|3.74|3.67|0.23|0.33|145.72|286.75|277.98|20.16|
|中际旭创|300308.SZ|2021-06-24|268.52|256.65|31.03|31.78|3.33|3.37|1238.1|115.62|3.81|3.73|0.22|0.32|148.36|291.53|282.76|20.5|
|中际旭创|300308.SZ|2021-06-23|274.3|262.17|31.69|32.47|3.4|3.44|1264.73|118.1|3.89|3.81|0.22|0.31|151.55|297.31|288.54|20.92|
|中际旭创|300308.SZ|2021-06-22|267.88|256.04|30.95|31.71|3.33|3.36|1235.14|115.34|3.8|3.72|0.22|0.32|148|290.89|282.12|20.45|
|中际旭创|300308.SZ|2021-06-21|274.51|262.38|31.72|32.49|3.41|3.44|1265.72|118.2|3.89|3.82|0.22|0.31|151.67|297.52|288.75|20.94|
|中际旭创|300308.SZ|2021-06-18|283.78|271.24|32.79|33.59|3.52|3.56|1308.45|122.19|4.03|3.94|0.21|0.3|156.79|306.79|298.02|21.61|
|中际旭创|300308.SZ|2021-06-17|290.13|277.3|33.52|34.34|3.6|3.64|1337.71|124.92|4.12|4.03|0.21|0.3|160.29|313.14|304.37|22.07|
|中际旭创|300308.SZ|2021-06-16|285.28|272.67|32.96|33.77|3.54|3.58|1315.36|122.83|4.05|3.96|0.21|0.3|157.61|308.29|299.52|21.72|
|中际旭创|300308.SZ|2021-06-15|279.57|267.22|32.3|33.09|3.47|3.51|1289.06|120.38|3.97|3.89|0.21|0.31|154.46|302.58|293.81|21.3|
|中际旭创|300308.SZ|2021-06-11|277.08|264.83|32.01|32.79|3.44|3.48|1277.55|119.3|3.93|3.85|0.22|0.31|153.08|300.09|291.32|21.12|
|中际旭创|300308.SZ|2021-06-10|283.78|271.24|32.79|33.59|3.52|3.56|1308.45|122.19|4.03|3.94|0.21|0.3|156.79|306.79|298.02|21.61|
|中际旭创|300308.SZ|2021-06-09|281.86|269.4|32.57|33.36|3.5|3.54|1299.58|121.36|4|3.92|0.21|0.31|155.72|304.86|296.1|21.47|
|中际旭创|300308.SZ|2021-06-08|283.78|271.24|32.79|33.59|3.52|3.52|1308.45|122.19|4.03|3.94|0.21|0.21|156.79|306.79|298.02|21.61|
|中际旭创|300308.SZ|2021-06-07|289.98|277.17|33.51|34.32|3.6|3.6|1337.06|124.86|4.11|4.03|0.21|0.21|160.21|312.99|304.22|22.06|
|中际旭创|300308.SZ|2021-06-04|294.9|281.87|34.07|34.9|3.66|3.66|1359.74|126.98|4.18|4.1|0.2|0.2|162.93|317.91|309.14|22.41|
|中际旭创|300308.SZ|2021-06-03|290.7|277.85|33.59|34.41|3.61|3.61|1340.34|125.17|4.12|4.04|0.21|0.21|160.61|313.71|304.94|22.11|
|中际旭创|300308.SZ|2021-06-02|290.2|277.37|33.53|34.35|3.6|3.6|1338.04|124.95|4.12|4.03|0.21|0.21|160.33|313.21|304.44|22.07|
|中际旭创|300308.SZ|2021-06-01|290.63|277.78|33.58|34.4|3.61|3.61|1340.02|125.13|4.12|4.04|0.21|0.21|160.57|313.63|304.87|22.1|
|中际旭创|300308.SZ|2021-05-31|293.69|280.8|33.93|34.76|3.65|3.65|1354.15|126.45|4.17|4.08|0.2|0.2|162.26|316.7|307.93|22.33|
|中际旭创|300308.SZ|2021-05-28|285.92|273.37|33.04|33.84|3.55|3.55|1318.32|123.11|4.06|3.97|0.21|0.21|157.97|308.93|300.16|21.76|
|中际旭创|300308.SZ|2021-05-27|287.35|274.73|33.2|34.01|3.57|3.57|1324.89|123.72|4.08|3.99|0.21|0.21|158.76|310.35|301.59|21.87|
|中际旭创|300308.SZ|2021-05-26|271.8|259.87|31.4|32.17|3.37|3.37|1253.22|117.03|3.86|3.78|0.22|0.22|150.17|294.81|286.04|20.74|
|中际旭创|300308.SZ|2021-05-25|271.37|259.46|31.36|32.12|3.37|3.37|1251.25|116.85|3.85|3.77|0.22|0.22|149.93|294.38|285.61|20.71|
|中际旭创|300308.SZ|2021-05-24|264.81|253.19|30.6|31.34|3.29|3.29|1221.01|114.02|3.76|3.68|0.23|0.23|146.31|287.82|279.05|20.23|
|中际旭创|300308.SZ|2021-05-21|263.6|252.03|30.46|31.2|3.27|3.27|1215.42|113.5|3.74|3.66|0.23|0.23|145.64|286.61|277.84|20.14|
|中际旭创|300308.SZ|2021-05-20|260.82|249.37|30.14|30.87|3.24|3.24|1202.6|112.3|3.7|3.62|0.23|0.23|144.1|283.83|275.06|19.94|
|中际旭创|300308.SZ|2021-05-19|252.55|241.46|29.18|29.89|3.13|3.13|1164.46|108.74|3.58|3.51|0.24|0.24|139.53|275.56|266.79|19.34|
|中际旭创|300308.SZ|2021-05-18|253.83|242.69|29.33|30.04|3.15|3.15|1170.38|109.29|3.6|3.53|0.24|0.24|140.24|276.84|268.07|19.44|
|中际旭创|300308.SZ|2021-05-17|254.69|243.51|29.43|30.14|3.16|3.16|1174.32|109.66|3.61|3.54|0.24|0.24|140.71|277.7|268.93|19.5|
|中际旭创|300308.SZ|2021-05-14|249.41|238.46|28.82|29.52|3.1|3.1|1149.99|107.39|3.54|3.47|0.24|0.24|137.8|272.42|263.65|19.12|
|中际旭创|300308.SZ|2021-05-13|245.71|234.92|28.39|29.08|3.05|3.05|1132.9|105.79|3.49|3.41|0.24|0.24|135.75|268.71|259.95|18.85|
|中际旭创|300308.SZ|2021-05-12|234.3|224.01|27.07|27.73|2.91|2.91|1080.3|100.88|3.32|3.26|0.26|0.26|129.45|257.31|248.54|18.02|
|中际旭创|300308.SZ|2021-05-11|235.72|225.37|27.24|27.9|2.93|2.93|1086.87|101.5|3.34|3.28|0.25|0.25|130.24|258.73|249.96|18.12|
|中际旭创|300308.SZ|2021-05-10|226.45|216.51|26.16|26.8|2.81|2.81|1044.13|97.5|3.21|3.15|0.26|0.26|125.11|249.46|240.69|17.45|
|中际旭创|300308.SZ|2021-05-07|240.57|230.01|27.8|28.47|2.99|2.99|1109.23|103.58|3.41|3.34|0.25|0.25|132.91|263.58|254.81|18.48|
|中际旭创|300308.SZ|2021-05-06|245.71|234.92|28.39|29.08|3.05|3.05|1132.9|105.79|3.49|3.41|0.24|0.24|135.75|268.71|259.95|18.85|
|中际旭创|300308.SZ|2021-04-30|243.92|233.21|28.18|28.87|3.03|3.03|1124.68|105.03|3.46|3.39|0.25|0.25|134.77|266.93|258.16|18.72|
|中际旭创|300308.SZ|2021-04-29|245.21|234.44|28.33|29.02|3.04|3.04|1130.6|105.58|3.48|3.41|0.24|0.24|135.47|268.22|259.45|18.81|
|中际旭创|300308.SZ|2021-04-28|231.45|221.28|26.74|27.39|2.87|2.87|1067.15|99.65|3.28|3.22|0.26|0.26|127.87|254.45|245.68|17.81|
|中际旭创|300308.SZ|2021-04-27|231.73|221.56|26.77|27.43|2.88|2.88|1068.46|99.78|3.29|3.22|0.26|0.26|128.03|254.74|245.97|17.83|
|中际旭创|300308.SZ|2021-04-26|236.22|225.85|46|27.81|3.11|3|41.48|126.42|4.97|3.35|0.25|0.25|53.75|260.13|246.5|28.84|
|中际旭创|300308.SZ|2021-04-23|232.59|222.37|45.3|27.38|3.06|2.96|40.84|124.48|4.89|3.3|0.26|0.26|52.92|256.49|242.86|28.41|
|中际旭创|300308.SZ|2021-04-22|239.79|229.26|46.7|28.23|3.16|3.05|42.11|128.33|5.04|3.4|0.25|0.25|54.56|263.69|250.06|29.25|
|中际旭创|300308.SZ|2021-04-21|234.23|223.94|45.61|27.58|3.09|2.98|41.13|125.35|4.92|3.32|0.26|0.26|53.3|258.13|244.5|28.6|
|中际旭创|300308.SZ|2021-04-20|238.43|227.96|46.43|28.07|3.14|3.03|41.87|127.61|5.01|3.38|0.25|0.25|54.25|262.34|248.71|29.09|
|中际旭创|300308.SZ|2021-04-19|244.71|233.96|47.66|28.81|3.22|3.11|42.97|130.96|5.14|3.47|0.24|0.24|55.68|268.61|254.98|29.83|
|中际旭创|300308.SZ|2021-04-16|242.43|231.78|47.21|28.54|3.19|3.08|42.57|129.74|5.1|3.44|0.25|0.25|55.16|266.33|252.7|29.56|
|中际旭创|300308.SZ|2021-04-15|241.36|230.76|47|28.42|3.18|3.07|42.38|129.17|5.07|3.42|0.25|0.25|54.92|265.26|251.63|29.44|
|中际旭创|300308.SZ|2021-04-14|245.28|234.51|47.77|28.88|3.23|3.12|43.07|131.27|5.16|3.48|0.24|0.24|55.81|269.18|255.55|29.89|
|中际旭创|300308.SZ|2021-04-13|242.21|231.58|47.17|28.52|3.19|3.08|42.53|129.63|5.09|3.43|0.25|0.25|55.11|266.12|252.49|29.54|
|中际旭创|300308.SZ|2021-04-12|245.49|234.71|47.81|28.9|3.23|3.12|43.11|131.38|5.16|3.48|0.24|0.24|55.86|269.4|255.77|29.92|
|中际旭创|300308.SZ|2021-04-09|255.55|244.33|49.77|30.09|3.37|3.25|44.88|136.76|5.37|3.62|0.23|0.23|58.15|279.45|265.82|31.1|
|中际旭创|300308.SZ|2021-04-08|258.47|247.12|50.34|30.43|3.41|3.28|45.39|138.33|5.43|3.66|0.23|0.23|58.81|282.37|268.74|31.44|
|中际旭创|300308.SZ|2021-04-07|262.46|250.94|51.11|30.9|3.46|3.33|46.09|140.47|5.52|3.72|0.23|0.23|59.72|286.37|272.74|31.91|
|中际旭创|300308.SZ|2021-04-06|266.03|254.35|51.81|31.32|3.51|3.38|46.72|142.37|5.59|3.77|0.23|0.23|60.53|289.93|276.3|32.32|
|中际旭创|300308.SZ|2021-04-02|269.66|257.82|52.52|31.75|3.55|3.43|47.35|144.32|5.67|3.82|0.22|0.22|61.36|293.57|279.94|32.75|
|中际旭创|300308.SZ|2021-04-01|257.4|246.1|50.13|30.31|3.39|3.27|45.2|137.76|5.41|3.65|0.23|0.23|58.57|281.31|267.67|31.31|
|中际旭创|300308.SZ|2021-03-31|251.27|240.24|48.93|29.58|3.31|3.19|44.12|134.47|5.28|3.56|0.24|0.24|57.17|275.17|261.54|30.6|
|中际旭创|300308.SZ|2021-03-30|253.62|242.49|49.39|29.86|3.34|3.22|44.54|135.73|5.33|3.6|0.24|0.24|57.71|277.53|263.89|30.87|
|中际旭创|300308.SZ|2021-03-29|257.47|246.17|50.14|30.31|3.39|3.27|45.21|137.79|5.41|3.65|0.23|0.23|58.58|281.38|267.74|31.32|
|中际旭创|300308.SZ|2021-03-26|262.68|251.14|51.16|30.93|3.46|3.34|46.13|140.58|5.52|3.72|0.23|0.23|59.77|286.58|272.95|31.93|
|中际旭创|300308.SZ|2021-03-25|249.27|238.33|48.54|29.35|3.28|3.17|43.77|133.41|5.24|3.53|0.24|0.24|56.72|273.18|259.54|30.36|
|中际旭创|300308.SZ|2021-03-24|245.35|234.58|47.78|28.89|3.23|3.12|43.08|131.31|5.16|3.48|0.24|0.24|55.83|269.26|255.62|29.9|
|中际旭创|300308.SZ|2021-03-23|268.66|256.87|52.32|31.63|3.54|3.41|47.18|143.79|5.65|3.81|0.22|0.22|61.13|292.57|278.94|32.63|
|中际旭创|300308.SZ|2021-03-22|264.53|252.92|51.52|31.15|3.49|3.36|46.45|141.57|5.56|3.75|0.23|0.23|60.19|288.44|274.8|32.15|
|中际旭创|300308.SZ|2021-03-19|262.46|250.94|51.11|30.9|3.46|3.33|46.09|140.47|5.52|3.72|0.23|0.23|59.72|286.37|272.74|31.91|
|中际旭创|300308.SZ|2021-03-18|271.59|259.66|52.89|31.98|3.58|3.45|47.69|145.35|5.71|3.85|0.22|0.22|61.8|295.49|281.86|32.97|
|中际旭创|300308.SZ|2021-03-17|269.38|257.55|52.46|31.72|3.55|3.42|47.3|144.17|5.66|3.82|0.22|0.22|61.29|293.28|279.65|32.71|
|中际旭创|300308.SZ|2021-03-16|266.67|254.96|51.93|31.4|3.51|3.39|46.83|142.72|5.61|3.78|0.22|0.22|60.68|290.57|276.94|32.4|
|中际旭创|300308.SZ|2021-03-15|268.66|256.87|52.32|31.63|3.54|3.41|47.18|143.79|5.65|3.81|0.22|0.22|61.13|292.57|278.94|32.63|
|中际旭创|300308.SZ|2021-03-12|274.37|262.32|53.43|32.3|3.62|3.49|48.18|146.84|5.77|3.89|0.22|0.22|62.43|298.28|284.64|33.3|
|中际旭创|300308.SZ|2021-03-11|281.21|268.87|54.77|33.11|3.71|3.57|49.38|150.5|5.91|3.99|0.21|0.21|63.99|305.12|291.49|34.1|
|中际旭创|300308.SZ|2021-03-10|279.43|267.16|54.42|32.9|3.68|3.55|49.07|149.55|5.87|3.96|0.21|0.21|63.58|303.34|289.71|33.89|
|中际旭创|300308.SZ|2021-03-09|279.29|267.03|54.39|32.88|3.68|3.55|49.04|149.47|5.87|3.96|0.21|0.21|63.55|303.19|289.56|33.87|
|中际旭创|300308.SZ|2021-03-08|290.84|278.07|56.64|34.24|3.83|3.7|51.07|155.65|6.11|4.12|0.21|0.21|66.18|314.75|301.11|35.22|
|中际旭创|300308.SZ|2021-03-05|305.17|291.77|59.43|35.93|4.02|3.88|53.59|163.32|6.41|4.33|0.2|0.2|69.44|329.08|315.44|36.9|
|中际旭创|300308.SZ|2021-03-04|307.38|293.89|59.86|36.19|4.05|3.91|53.98|164.51|6.46|4.36|0.19|0.19|69.94|331.29|317.66|37.16|
|中际旭创|300308.SZ|2021-03-03|316.86|302.95|61.71|37.31|4.17|4.03|55.64|169.58|6.66|4.49|0.19|0.19|72.1|340.77|327.14|38.27|
|中际旭创|300308.SZ|2021-03-02|317.72|303.77|61.88|37.41|4.19|4.04|55.79|170.04|6.68|4.5|0.19|0.19|72.29|341.63|327.99|38.37|
|中际旭创|300308.SZ|2021-03-01|331.98|316.42|64.65|39.09|4.37|4.22|58.3|177.67|6.98|4.71|0.18|0.18|75.54|355.88|342.25|40.04|
|中际旭创|300308.SZ|2021-02-26|327.34|312|63.75|43.33|4.31|4.31|57.48|175.19|6.88|4.9|0.18|0.18|77.37|351.25|337.62|39.5|
|中际旭创|300308.SZ|2021-02-25|340.96|324.98|66.4|45.13|4.49|4.49|59.88|182.48|7.17|5.11|0.18|0.18|80.59|364.87|351.24|41.09|
|中际旭创|300308.SZ|2021-02-24|349.24|332.87|68.01|46.23|4.6|4.6|61.33|186.91|7.34|5.23|0.17|0.17|82.54|373.14|359.51|42.06|
|中际旭创|300308.SZ|2021-02-23|349.81|333.41|68.12|46.3|4.61|4.61|61.43|187.21|7.35|5.24|0.17|0.17|82.68|373.71|360.08|42.12|
|中际旭创|300308.SZ|2021-02-22|353.73|337.15|68.89|46.82|4.66|4.66|62.12|189.31|7.43|5.3|0.17|0.17|83.6|377.64|364|42.58|
|中际旭创|300308.SZ|2021-02-19|366.57|349.39|71.39|48.52|4.83|4.83|64.37|196.18|7.7|5.49|0.16|0.16|86.64|390.47|376.84|44.08|
|中际旭创|300308.SZ|2021-02-18|366.99|349.8|71.47|48.58|4.84|4.84|64.45|196.41|7.71|5.5|0.16|0.16|86.74|390.9|377.27|44.13|
|中际旭创|300308.SZ|2021-02-10|359.86|343|70.08|47.63|4.74|4.74|63.19|192.59|7.56|5.39|0.17|0.17|85.05|383.77|370.14|43.3|
|中际旭创|300308.SZ|2021-02-09|347.53|331.24|67.68|46|4.58|4.58|61.03|185.99|7.3|5.2|0.17|0.17|82.14|371.43|357.8|41.86|
|中际旭创|300308.SZ|2021-02-08|341.61|325.6|66.53|45.22|4.5|4.5|59.99|182.82|7.18|5.12|0.18|0.18|80.74|365.51|351.88|41.16|
|中际旭创|300308.SZ|2021-02-05|338.82|322.95|65.98|44.85|4.46|4.46|59.5|181.33|7.12|5.07|0.18|0.18|80.08|362.73|349.1|40.84|
|中际旭创|300308.SZ|2021-02-04|351.8|335.32|68.51|46.57|4.64|4.64|61.78|188.28|7.39|5.27|0.17|0.17|83.15|375.71|362.08|42.36|
|中际旭创|300308.SZ|2021-02-03|359.08|342.25|69.93|47.53|4.73|4.73|63.06|192.17|7.55|5.38|0.17|0.17|84.87|382.99|369.35|43.21|
|中际旭创|300308.SZ|2021-02-02|382.26|364.34|74.44|50.6|5.04|5.04|67.13|204.58|8.03|5.72|0.16|0.16|90.34|406.16|392.53|45.92|
|中际旭创|300308.SZ|2021-02-01|379.26|361.49|73.86|50.2|5|5|66.6|202.97|7.97|5.68|0.16|0.16|89.64|403.17|389.54|45.57|
|中际旭创|300308.SZ|2021-01-29|369.42|352.11|71.94|48.9|4.87|4.87|64.87|197.71|7.76|5.53|0.16|0.16|87.31|393.33|379.69|44.42|
|中际旭创|300308.SZ|2021-01-28|366.35|349.18|71.35|48.49|4.83|4.83|64.33|196.07|7.7|5.49|0.16|0.16|86.59|390.26|376.63|44.06|
|中际旭创|300308.SZ|2021-01-27|376.84|359.18|73.39|49.88|4.97|4.97|66.17|201.68|7.92|5.64|0.16|0.16|89.06|400.74|387.11|45.28|
|中际旭创|300308.SZ|2021-01-26|376.55|358.9|73.33|49.84|4.96|4.96|66.12|201.52|7.91|5.64|0.16|0.16|89|400.46|386.83|45.25|
|中际旭创|300308.SZ|2021-01-25|374.77|357.2|72.98|49.61|4.94|4.94|65.81|200.57|7.88|5.61|0.16|0.16|88.57|398.67|385.04|45.04|
|中际旭创|300308.SZ|2021-01-22|400.09|381.34|77.92|52.96|5.27|5.27|70.26|214.12|8.41|5.99|0.15|0.15|94.56|423.99|410.36|48|
|中际旭创|300308.SZ|2021-01-21|396.95|378.34|77.3|52.54|5.23|5.23|69.71|212.44|8.34|5.94|0.15|0.15|93.82|420.85|407.22|47.64|
|中际旭创|300308.SZ|2021-01-20|406.5|387.45|79.17|53.81|5.36|5.36|71.38|217.55|8.54|6.09|0.15|0.15|96.08|430.41|416.78|48.76|
|中际旭创|300308.SZ|2021-01-19|402.23|383.37|78.33|53.24|5.3|5.3|70.63|215.26|8.45|6.02|0.15|0.15|95.06|426.13|412.5|48.26|
|中际旭创|300308.SZ|2021-01-18|408.29|389.15|79.51|54.04|5.38|5.38|71.7|218.51|8.58|6.11|0.15|0.15|96.5|432.19|418.56|48.96|
|中际旭创|300308.SZ|2021-01-15|394.67|376.17|76.86|52.24|5.2|5.2|69.31|211.22|8.3|5.91|0.15|0.15|93.28|418.57|404.94|47.37|
|中际旭创|300308.SZ|2021-01-14|403.94|385.01|78.67|53.47|5.32|5.32|70.93|216.18|8.49|6.05|0.15|0.15|95.47|427.84|414.21|48.46|
|中际旭创|300308.SZ|2021-01-13|400.8|382.01|78.05|53.05|5.28|5.28|70.38|214.5|8.42|6|0.15|0.15|94.73|424.71|411.07|48.09|
|中际旭创|300308.SZ|2021-01-12|402.94|384.05|78.47|53.34|5.31|5.31|70.76|215.65|8.47|6.03|0.15|0.15|95.23|426.84|413.21|48.34|
|中际旭创|300308.SZ|2021-01-11|406.5|387.45|79.17|53.81|5.36|5.36|71.38|217.55|8.54|6.09|0.15|0.15|96.08|430.41|416.78|48.76|
|中际旭创|300308.SZ|2021-01-08|389.89|371.61|75.93|51.61|5.14|5.14|68.47|208.66|8.19|5.84|0.15|0.15|92.15|413.79|400.16|46.81|
|中际旭创|300308.SZ|2021-01-07|375.2|357.61|73.07|49.66|4.94|4.94|65.89|200.8|7.89|5.62|0.16|0.16|88.68|399.1|385.47|45.09|
|中际旭创|300308.SZ|2021-01-06|381.12|363.25|74.22|50.45|5.02|5.02|66.93|203.97|8.01|5.71|0.16|0.16|90.07|405.02|391.39|45.79|
|中际旭创|300308.SZ|2021-01-05|385.61|367.54|75.1|51.04|5.08|5.08|67.72|206.37|8.11|5.77|0.16|0.16|91.14|409.51|395.88|46.31|
|中际旭创|300308.SZ|2021-01-04|370.85|353.47|72.22|49.09|4.89|4.89|65.12|198.47|7.79|5.55|0.16|0.16|87.65|394.75|381.12|44.58|",2026-07-18T11:23:12.725953+08:00
