vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,澜起科技2017年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|澜起科技|688008.SH|2023-01-06|726.37|726.37|87.61|55.21|7.54|7.53|106.75|86.4|28.35|18.87||0.47|436.24|726.49|675.3|74.74|
|澜起科技|688008.SH|2023-01-05|738.62|738.62|89.08|56.14|7.66|7.66|108.55|87.86|28.83|19.18||0.46|443.6|738.74|687.54|76.1|
|澜起科技|688008.SH|2023-01-04|717.18|717.18|86.5|54.51|7.44|7.43|105.4|85.31|27.99|18.63||0.47|430.73|717.31|666.11|73.73|
|澜起科技|688008.SH|2023-01-03|709.81|709.81|85.61|53.95|7.37|7.36|104.32|84.43|27.71|18.44||0.48|426.3|709.94|658.74|72.91|
|澜起科技|688008.SH|2022-12-30|709.93|709.93|85.62|53.96|7.37|7.36|104.34|84.44|27.71|18.44||0.48|426.37|710.05|658.85|72.92|
|澜起科技|688008.SH|2022-12-29|721.83|721.83|87.06|54.87|7.49|7.48|106.09|85.86|28.17|18.75||0.47|433.52|721.96|670.76|74.24|
|澜起科技|688008.SH|2022-12-28|720.89|720.89|86.94|54.79|7.48|7.48|105.95|85.75|28.14|18.72||0.47|432.95|721.02|669.82|74.14|
|澜起科技|688008.SH|2022-12-27|726.22|726.22|87.59|55.2|7.54|7.54|106.73|86.38|28.35|18.86||0.47|436.15|726.34|675.15|74.73|
|澜起科技|688008.SH|2022-12-26|712.05|712.05|85.88|54.12|7.39|7.39|104.65|84.7|27.79|18.49||0.48|427.64|712.17|660.98|73.16|
|澜起科技|688008.SH|2022-12-23|717.26|717.26|86.51|54.52|7.44|7.44|105.42|85.32|28|18.63||0.47|430.77|717.39|666.19|73.74|
|澜起科技|688008.SH|2022-12-22|725.88|725.88|87.55|55.17|7.53|7.53|106.68|86.34|28.33|18.85||0.47|435.95|726|674.81|74.69|
|澜起科技|688008.SH|2022-12-21|732.8|732.8|88.38|55.7|7.6|7.6|107.7|87.16|28.6|19.03||0.46|440.1|732.92|681.72|75.46|
|澜起科技|688008.SH|2022-12-20|736.65|736.65|88.85|55.99|7.64|7.64|108.26|87.62|28.75|19.13||0.46|442.42|736.77|685.58|75.88|
|澜起科技|688008.SH|2022-12-19|735.74|735.74|88.74|55.92|7.63|7.63|108.13|87.51|28.72|19.11||0.46|441.87|735.87|684.67|75.78|
|澜起科技|688008.SH|2022-12-16|741.41|741.41|89.42|56.35|7.69|7.69|108.96|88.19|28.94|19.26||0.46|445.28|741.53|690.34|76.41|
|澜起科技|688008.SH|2022-12-15|754|754|90.94|57.31|7.82|7.82|110.81|89.69|29.43|19.58||0.45|452.83|754.12|702.92|77.8|
|澜起科技|688008.SH|2022-12-14|748.33|748.33|90.25|56.88|7.76|7.76|109.98|89.01|29.21|19.44||0.45|449.43|748.45|697.25|77.17|
|澜起科技|688008.SH|2022-12-13|786.87|786.87|94.9|59.81|8.16|8.16|115.65|93.6|30.71|20.44||0.43|472.58|786.99|735.8|81.44|
|澜起科技|688008.SH|2022-12-12|799.34|799.34|96.41|60.76|8.29|8.29|117.48|95.08|31.2|20.76||0.42|480.07|799.46|748.27|82.82|
|澜起科技|688008.SH|2022-12-09|776.55|776.55|93.66|59.02|8.06|8.06|114.13|92.37|30.31|20.17||0.44|466.38|776.68|725.48|80.3|
|澜起科技|688008.SH|2022-12-08|804.9|804.9|97.08|61.18|8.35|8.35|118.3|95.74|31.42|20.91||0.42|483.4|805.02|753.82|83.44|
|澜起科技|688008.SH|2022-12-07|788.34|788.34|95.08|59.92|8.18|8.18|115.86|93.77|30.77|20.48||0.43|473.46|788.47|737.27|81.6|
|澜起科技|688008.SH|2022-12-06|774.06|774.06|93.36|58.84|8.03|8.03|113.76|92.07|30.21|20.1||0.44|464.88|774.18|722.99|80.02|
|澜起科技|688008.SH|2022-12-05|757.62|757.62|91.37|57.59|7.86|7.86|111.35|90.12|29.57|19.68||0.45|455.01|757.75|706.55|78.2|
|澜起科技|688008.SH|2022-12-02|749.35|749.35|90.38|56.96|7.78|7.78|110.13|89.13|29.25|19.46||0.45|450.04|749.47|698.27|77.29|
|澜起科技|688008.SH|2022-12-01|755.7|755.7|91.14|57.44|7.84|7.84|111.06|89.89|29.5|19.63||0.45|453.85|755.82|704.62|77.99|
|澜起科技|688008.SH|2022-11-30|762.84|762.84|92|57.98|7.92|7.92|112.11|90.74|29.77|19.81||0.44|458.14|762.96|711.76|78.78|
|澜起科技|688008.SH|2022-11-29|793.45|793.45|95.7|60.31|8.23|8.23|116.61|94.38|30.97|20.61||0.43|476.53|793.57|742.37|82.17|
|澜起科技|688008.SH|2022-11-28|788.8|788.8|95.13|59.96|8.18|8.18|115.93|93.83|30.79|20.49||0.43|473.74|788.92|737.72|81.65|
|澜起科技|688008.SH|2022-11-25|780.86|780.86|94.18|59.35|8.1|8.1|114.76|92.88|30.48|20.28||0.43|468.97|780.99|729.79|80.78|
|澜起科技|688008.SH|2022-11-24|791.07|791.07|95.41|60.13|8.21|8.21|116.26|94.1|30.88|20.55||0.43|475.1|791.19|739.99|81.91|
|澜起科技|688008.SH|2022-11-23|799|799|96.37|60.73|8.29|8.29|117.43|95.04|31.19|20.75||0.42|479.86|799.12|747.93|82.78|
|澜起科技|688008.SH|2022-11-22|788.69|788.69|95.12|59.95|8.18|8.18|115.91|93.81|30.78|20.48||0.43|473.67|788.81|737.61|81.64|
|澜起科技|688008.SH|2022-11-21|768.85|768.85|92.73|58.44|7.98|7.98|113|91.45|30.01|19.97||0.44|461.75|768.97|717.77|79.45|
|澜起科技|688008.SH|2022-11-18|779.73|779.73|94.04|59.27|8.09|8.09|114.6|92.75|30.43|20.25||0.43|468.29|779.85|728.66|80.65|
|澜起科技|688008.SH|2022-11-17|826.44|826.44|99.67|62.82|8.58|8.58|121.46|98.3|32.26|21.46||0.41|496.34|826.56|775.36|85.82|
|澜起科技|688008.SH|2022-11-16|771.91|771.91|93.1|58.67|8.01|8.01|113.45|91.82|30.13|20.05||0.44|463.59|772.03|720.83|79.78|
|澜起科技|688008.SH|2022-11-15|808.18|808.18|97.47|61.43|8.39|8.39|118.78|96.13|31.54|20.99||0.42|485.38|808.31|757.11|83.8|
|澜起科技|688008.SH|2022-11-14|749.46|749.46|90.39|56.97|7.78|7.78|110.15|89.15|29.25|19.47||0.45|450.11|749.58|698.39|77.3|
|澜起科技|688008.SH|2022-11-11|746.4|746.4|90.02|56.73|7.74|7.74|109.7|88.78|29.13|19.39||0.45|448.27|746.52|695.33|76.96|
|澜起科技|688008.SH|2022-11-10|723.39|723.39|87.25|54.98|7.51|7.51|106.32|86.05|28.23|18.79||0.47|434.45|723.51|672.31|74.41|
|澜起科技|688008.SH|2022-11-09|725.54|725.54|87.51|55.15|7.53|7.53|106.63|86.3|28.32|18.84||0.47|435.74|725.66|674.47|74.65|
|澜起科技|688008.SH|2022-11-08|716.47|716.47|86.41|54.46|7.43|7.43|105.3|85.22|27.97|18.61||0.47|430.3|716.59|665.4|73.65|
|澜起科技|688008.SH|2022-11-07|735.52|735.52|88.71|55.91|7.63|7.63|108.1|87.49|28.71|19.1||0.46|441.74|735.64|684.44|75.76|
|澜起科技|688008.SH|2022-11-04|742.66|742.66|89.57|56.45|7.71|7.71|109.15|88.34|28.99|19.29||0.46|446.02|742.78|691.58|76.55|
|澜起科技|688008.SH|2022-11-03|747.08|747.08|90.1|56.78|7.75|7.75|109.8|88.86|29.16|19.4||0.45|448.68|747.2|696.01|77.04|
|澜起科技|688008.SH|2022-11-02|675.43|675.43|81.46|51.34|7.01|7.01|99.27|80.34|26.36|17.54||0.5|405.65|675.56|624.36|69.11|
|澜起科技|688008.SH|2022-11-01|650.15|650.15|78.41|49.42|6.75|6.75|95.55|77.33|25.38|16.89||0.52|390.47|650.28|599.08|66.31|
|澜起科技|688008.SH|2022-10-31|643.24|643.24|77.58|48.89|6.67|6.67|94.54|76.51|25.11|16.71||0.53|386.31|643.36|592.16|65.54|
|澜起科技|688008.SH|2022-10-28|613.31|613.31|73.97|51.01|6.79|6.78|90.14|58.72|23.94|16.29||0.55|689.29|613.43|558.67|61.84|
|澜起科技|688008.SH|2022-10-27|612.17|612.17|73.83|50.92|6.78|6.76|89.97|58.61|23.89|16.26||0.55|688.01|612.3|557.53|61.71|
|澜起科技|688008.SH|2022-10-26|593.24|593.24|71.55|49.34|6.57|6.55|87.19|56.8|23.16|15.76||0.57|666.73|593.37|538.6|59.61|
|澜起科技|688008.SH|2022-10-25|561.73|561.73|67.75|46.72|6.22|6.21|82.56|53.78|21.93|14.92||0.6|631.31|561.85|507.08|56.13|
|澜起科技|688008.SH|2022-10-24|563.54|563.54|67.97|46.87|6.24|6.23|82.82|53.95|22|14.97||0.6|633.35|563.67|508.9|56.33|
|澜起科技|688008.SH|2022-10-21|556.51|556.51|67.12|46.29|6.16|6.15|81.79|53.28|21.72|14.78||0.61|625.45|556.64|501.87|55.55|
|澜起科技|688008.SH|2022-10-20|569.1|569.1|68.64|47.34|6.3|6.29|83.64|54.48|22.21|15.12||0.6|639.6|569.22|514.45|56.94|
|澜起科技|688008.SH|2022-10-19|530.78|530.78|64.02|44.15|5.88|5.86|78.01|50.82|20.72|14.1||0.64|596.53|530.9|476.14|52.7|
|澜起科技|688008.SH|2022-10-18|531.46|531.46|64.1|44.21|5.88|5.87|78.11|50.88|20.74|14.12||0.64|597.3|531.58|476.82|52.78|
|澜起科技|688008.SH|2022-10-17|540.98|540.98|65.25|45|5.99|5.98|79.51|51.79|21.12|14.37||0.63|608|541.11|486.34|53.83|
|澜起科技|688008.SH|2022-10-14|533.84|533.84|64.38|44.4|5.91|5.9|78.46|51.11|20.84|14.18||0.63|599.97|533.96|479.2|53.04|
|澜起科技|688008.SH|2022-10-13|509.24|509.24|61.42|42.36|5.64|5.63|74.84|48.75|19.88|13.53||0.67|572.32|509.36|454.6|50.32|
|澜起科技|688008.SH|2022-10-12|498.92|498.92|60.17|41.5|5.52|5.51|73.33|47.77|19.47|13.25||0.68|560.73|499.05|444.28|49.17|
|澜起科技|688008.SH|2022-10-11|487.02|487.02|58.74|40.51|5.39|5.38|71.58|46.63|19.01|12.94||0.7|547.35|487.14|432.38|47.86|
|澜起科技|688008.SH|2022-10-10|499.94|499.94|60.3|41.58|5.54|5.52|73.48|47.86|19.51|13.28||0.68|561.88|500.07|445.3|49.29|
|澜起科技|688008.SH|2022-09-30|593.24|593.24|71.55|49.34|6.57|6.55|87.19|56.8|23.16|15.76||0.57|666.73|593.37|538.6|59.61|
|澜起科技|688008.SH|2022-09-29|603.22|603.22|72.75|50.17|6.68|6.66|88.65|57.75|23.54|16.02||0.56|677.95|603.34|548.58|60.72|
|澜起科技|688008.SH|2022-09-28|594.6|594.6|71.71|49.46|6.58|6.57|87.39|56.93|23.21|15.79||0.57|668.26|594.73|539.96|59.76|
|澜起科技|688008.SH|2022-09-27|599.59|599.59|72.31|49.87|6.64|6.62|88.12|57.4|23.4|15.93||0.57|673.87|599.72|544.95|60.32|
|澜起科技|688008.SH|2022-09-26|589.73|589.73|71.13|49.05|6.53|6.51|86.67|56.46|23.02|15.66||0.57|662.78|589.85|535.09|59.23|
|澜起科技|688008.SH|2022-09-23|594.94|594.94|71.75|49.49|6.59|6.57|87.44|56.96|23.22|15.8||0.57|668.65|595.07|540.3|59.8|
|澜起科技|688008.SH|2022-09-22|620.45|620.45|74.83|51.61|6.87|6.85|91.19|59.4|24.22|16.48||0.55|697.31|620.58|565.81|62.63|
|澜起科技|688008.SH|2022-09-21|609.57|609.57|73.52|50.7|6.75|6.73|89.59|58.36|23.79|16.19||0.56|685.08|609.69|554.92|61.42|
|澜起科技|688008.SH|2022-09-20|618.98|618.98|74.65|51.48|6.85|6.84|90.97|59.26|24.16|16.44||0.55|695.66|619.1|564.33|62.46|
|澜起科技|688008.SH|2022-09-19|624.53|624.53|75.32|51.95|6.91|6.9|91.79|59.79|24.38|16.59||0.54|701.9|624.66|569.89|63.08|
|澜起科技|688008.SH|2022-09-16|637.91|637.91|76.94|53.06|7.06|7.05|93.75|61.07|24.9|16.94||0.53|716.93|638.03|583.27|64.56|
|澜起科技|688008.SH|2022-09-15|642.78|642.78|77.52|53.47|7.12|7.1|94.47|61.54|25.09|17.07||0.53|722.41|642.91|588.14|65.1|
|澜起科技|688008.SH|2022-09-14|659.9|659.9|79.59|54.89|7.31|7.29|96.99|63.18|25.76|17.53||0.51|741.65|660.03|605.26|66.99|
|澜起科技|688008.SH|2022-09-13|659.9|659.9|79.59|54.89|7.31|7.29|96.99|63.18|25.76|17.53||0.51|741.65|660.03|605.26|66.99|
|澜起科技|688008.SH|2022-09-09|648|648|78.15|53.9|7.17|7.16|95.24|62.04|25.29|17.21||0.52|728.27|648.12|593.36|65.67|
|澜起科技|688008.SH|2022-09-08|661.94|661.94|79.83|55.06|7.33|7.31|97.29|63.37|25.84|17.58||0.51|743.94|662.07|607.3|67.22|
|澜起科技|688008.SH|2022-09-07|662.62|662.62|79.92|55.12|7.34|7.32|97.39|63.44|25.86|17.6||0.51|744.71|662.75|607.98|67.29|
|澜起科技|688008.SH|2022-09-06|627.48|627.48|75.68|52.19|6.95|6.93|92.22|60.07|24.49|16.67||0.54|705.21|627.6|572.84|63.4|
|澜起科技|688008.SH|2022-09-05|639.72|639.72|77.16|53.21|7.08|7.07|94.02|61.25|24.97|16.99||0.53|718.97|639.85|585.08|64.76|
|澜起科技|688008.SH|2022-09-02|652.31|652.31|78.67|54.26|7.22|7.21|95.87|62.45|25.46|17.33||0.52|733.11|652.43|597.66|66.15|
|澜起科技|688008.SH|2022-09-01|640.29|640.29|77.22|53.26|7.09|7.07|94.1|61.3|24.99|17.01||0.53|719.61|640.41|585.65|64.82|
|澜起科技|688008.SH|2022-08-31|629.18|629.18|75.88|52.33|6.97|6.95|92.47|60.24|24.56|16.71||0.54|707.12|629.3|574.54|63.59|
|澜起科技|688008.SH|2022-08-30|616.94|616.94|74.41|51.32|6.83|6.82|90.67|59.06|24.08|16.39||0.55|693.36|617.06|562.29|62.24|
|澜起科技|688008.SH|2022-08-29|619.88|619.88|74.76|51.56|6.86|6.85|91.1|59.35|24.2|16.46||0.55|696.68|620.01|565.24|62.56|
|澜起科技|688008.SH|2022-08-26|605.26|605.26|73|50.34|6.7|6.69|88.95|57.95|23.62|16.08||0.56|680.24|605.38|550.62|60.94|
|澜起科技|688008.SH|2022-08-25|614.1|614.1|74.07|51.08|6.8|6.78|90.25|58.79|23.97|16.31||0.55|690.18|614.23|559.46|61.92|
|澜起科技|688008.SH|2022-08-24|604.24|604.24|72.88|50.26|6.69|6.67|88.8|57.85|23.58|16.05||0.56|679.09|604.36|549.6|60.83|
|澜起科技|688008.SH|2022-08-23|626.01|626.01|75.5|52.07|6.93|6.92|92|59.93|24.43|16.63||0.54|703.56|626.13|571.36|63.24|
|澜起科技|688008.SH|2022-08-22|634.39|634.39|76.51|52.77|7.02|7.01|93.24|60.74|24.76|16.85||0.53|712.98|634.52|579.75|64.17|
|澜起科技|688008.SH|2022-08-19|623.28|623.28|75.17|51.84|6.9|6.89|91.6|59.67|24.33|16.56||0.54|700.5|623.41|568.64|62.94|
|澜起科技|688008.SH|2022-08-18|634.28|634.28|76.5|52.76|7.02|7.01|93.22|60.72|24.76|16.85||0.53|712.86|634.41|579.64|64.16|
|澜起科技|688008.SH|2022-08-17|639.5|639.5|77.13|53.19|7.08|7.06|93.99|61.22|24.96|16.99||0.53|718.72|639.62|584.85|64.73|
|澜起科技|688008.SH|2022-08-16|639.95|639.95|77.18|53.23|7.09|7.07|94.05|61.27|24.98|17||0.53|719.23|640.07|585.31|64.78|
|澜起科技|688008.SH|2022-08-15|663.3|663.3|80|55.17|7.34|7.33|97.49|63.5|25.89|17.62||0.51|745.47|663.43|608.66|67.37|
|澜起科技|688008.SH|2022-08-12|675.66|675.66|81.49|56.2|7.48|7.46|99.3|64.69|26.37|17.95||0.5|759.36|675.78|621.02|68.74|
|澜起科技|688008.SH|2022-08-11|697.43|697.43|84.11|58.01|7.72|7.7|102.5|66.77|27.22|18.52||0.49|783.82|697.55|642.78|71.15|
|澜起科技|688008.SH|2022-08-10|698.9|698.9|84.29|58.13|7.74|7.72|102.72|66.91|27.28|18.56||0.48|785.48|699.02|644.26|71.31|
|澜起科技|688008.SH|2022-08-09|724.41|724.41|87.37|72.36|8.26|8.57|106.47|89.35|28.27|22.9||0.47|1908.15|724.53|675.74|74.79|
|澜起科技|688008.SH|2022-08-08|700.37|700.37|84.47|69.96|7.99|8.29|102.93|86.39|27.34|22.14||0.48|1844.85|700.5|651.7|72.13|
|澜起科技|688008.SH|2022-08-05|713.18|713.18|86.02|71.24|8.14|8.44|104.82|87.97|27.84|22.55||0.48|1878.59|713.31|664.51|73.55|
|澜起科技|688008.SH|2022-08-04|671.24|671.24|80.96|67.05|7.66|7.64|98.65|82.79|26.2|21.22|||1768.1|671.36|622.57|68.91|
|澜起科技|688008.SH|2022-08-03|658.2|658.2|79.38|65.75|7.51|7.49|96.74|81.19|25.69|20.81|||1733.76|658.33|609.53|67.47|
|澜起科技|688008.SH|2022-08-02|657.52|657.52|79.3|65.68|7.5|7.48|96.64|81.1|25.66|20.79|||1731.97|657.65|608.85|67.39|
|澜起科技|688008.SH|2022-08-01|660.36|660.36|79.64|65.96|7.53|7.51|97.05|81.45|25.77|20.88|||1739.43|660.48|611.68|67.7|
|澜起科技|688008.SH|2022-07-29|649.59|649.59|78.34|64.89|7.41|7.39|95.47|80.12|25.35|20.54|||1711.07|649.71|600.91|66.51|
|澜起科技|688008.SH|2022-07-28|660.02|660.02|79.6|65.93|7.53|7.51|97|81.41|25.76|20.87|||1738.54|660.14|611.34|67.67|
|澜起科技|688008.SH|2022-07-27|645.16|645.16|77.81|64.44|7.36|7.34|94.82|79.58|25.18|20.4|||1699.42|645.29|596.49|66.02|
|澜起科技|688008.SH|2022-07-26|633.37|633.37|76.39|63.27|7.22|7.21|93.09|78.12|24.72|20.02|||1668.36|633.5|584.7|64.72|
|澜起科技|688008.SH|2022-07-25|638.59|638.59|77.02|63.79|7.28|7.27|93.85|78.77|24.93|20.19|||1682.1|638.72|589.92|65.29|
|澜起科技|688008.SH|2022-07-22|633.15|633.15|76.36|63.24|7.22|7.21|93.05|78.1|24.71|20.02|||1667.77|633.27|584.48|64.69|
|澜起科技|688008.SH|2022-07-21|652.65|311.12|78.71|65.19|7.44|7.43|95.92|80.5|25.47|20.63|||1719.13|652.77|603.98|66.85|
|澜起科技|688008.SH|2022-07-20|612.74|292.09|73.9|61.21|6.99|6.97|90.05|75.58|23.92|19.37|||1614.02|612.87|564.07|62.43|
|澜起科技|688008.SH|2022-07-19|616.48|293.88|74.35|61.58|7.03|7.02|90.6|76.04|24.06|19.49|||1623.87|616.61|567.81|62.85|
|澜起科技|688008.SH|2022-07-18|604.58|288.2|72.92|60.39|6.9|6.88|88.85|74.57|23.6|19.11|||1592.52|604.71|555.91|61.53|
|澜起科技|688008.SH|2022-07-15|613.65|292.53|74.01|61.3|7|6.98|90.19|75.69|23.95|19.4|||1616.4|613.77|564.98|62.53|
|澜起科技|688008.SH|2022-07-14|613.88|292.64|74.04|61.32|7|6.99|90.22|75.72|23.96|19.41|||1617|614|565.2|62.56|
|澜起科技|688008.SH|2022-07-13|596.19|284.2|71.9|59.55|6.8|6.78|87.62|73.54|23.27|18.85|||1570.42|596.32|547.52|60.6|
|澜起科技|688008.SH|2022-07-12|605.03|288.42|72.97|60.44|6.9|6.89|88.92|74.63|23.62|19.13|||1593.71|605.16|556.36|61.58|
|澜起科技|688008.SH|2022-07-11|615.24|293.28|74.2|61.45|7.02|7|90.42|75.89|24.01|19.45|||1620.59|615.36|566.56|62.71|
|澜起科技|688008.SH|2022-07-08|637|303.66|76.83|63.63|7.27|7.25|93.62|78.57|24.86|20.14|||1677.92|637.13|588.33|65.12|
|澜起科技|688008.SH|2022-07-07|627.7|298.98|75.7|62.7|7.16|7.16|92.25|77.42|24.5|19.85|||1653.41|627.82|579.03|64.09|
|澜起科技|688008.SH|2022-07-06|643.1|306.32|77.56|64.24|7.34|7.34|94.52|79.32|25.1|20.33|||1693.99|643.23|594.43|65.79|
|澜起科技|688008.SH|2022-07-05|634.38|302.17|76.51|63.37|7.24|7.24|93.23|78.25|24.76|20.06|||1671.02|634.51|585.71|64.83|
|澜起科技|688008.SH|2022-07-04|639.71|304.7|77.15|63.9|7.3|7.3|94.02|78.9|24.97|20.23|||1685.04|639.83|591.03|65.42|
|澜起科技|688008.SH|2022-07-01|682.41|325.04|82.3|68.17|7.78|7.78|100.29|84.17|26.64|21.58|||1797.54|682.54|633.74|70.14|
|澜起科技|688008.SH|2022-06-30|686.26|326.88|82.77|68.55|7.83|7.83|100.86|84.65|26.79|21.7|||1807.68|686.39|637.59|70.57|
|澜起科技|688008.SH|2022-06-29|668.14|318.25|80.58|66.74|7.62|7.62|98.2|82.41|26.08|21.12|||1759.94|668.27|619.47|68.57|
|澜起科技|688008.SH|2022-06-28|667.35|317.87|80.49|66.66|7.61|7.61|98.08|82.31|26.05|21.1|||1757.85|667.47|618.68|68.48|
|澜起科技|688008.SH|2022-06-27|659.87|314.31|79.59|65.91|7.53|7.53|96.98|81.39|25.76|20.86|||1738.16|660|611.2|67.65|
|澜起科技|688008.SH|2022-06-24|644.35|306.91|77.71|64.36|7.35|7.35|94.7|79.48|25.15|20.37||0.53|1697.28|644.48|595.68|65.93|
|澜起科技|688008.SH|2022-06-23|642.88|306.21|77.54|64.22|7.33|7.33|94.48|79.3|25.09|20.33||0.53|1693.4|643|594.21|65.77|
|澜起科技|688008.SH|2022-06-22|631.21|300.66|76.13|63.05|7.2|7.2|92.77|77.86|24.64|19.96||0.54|1662.66|631.34|582.54|64.48|
|澜起科技|688008.SH|2022-06-21|649.11|309.18|78.29|64.84|7.4|7.4|95.4|80.06|25.34|20.52||0.52|1709.81|649.23|600.44|66.46|
|澜起科技|688008.SH|2022-06-20|661.68|315.17|79.8|66.09|7.55|7.55|97.25|81.61|25.83|20.92||0.51|1742.93|661.81|613.01|67.85|
|澜起科技|688008.SH|2022-06-17|671.09|319.65|80.94|67.03|7.65|7.65|98.63|82.77|26.19|21.22||0.51|1767.7|671.21|622.41|68.89|
|澜起科技|688008.SH|2022-06-16|681.39|324.56|82.18|68.06|7.77|7.77|100.14|84.05|26.6|21.54||0.5|1794.85|681.52|632.72|70.03|
|澜起科技|688008.SH|2022-06-15|673.24|320.67|81.2|67.25|7.68|7.68|98.95|83.04|26.28|21.29||0.5|1773.37|673.36|624.57|69.13|
|澜起科技|688008.SH|2022-06-14|678.56|323.21|81.84|67.78|7.74|7.74|99.73|83.7|26.49|21.45||0.5|1787.39|678.69|629.89|69.72|
|澜起科技|688008.SH|2022-06-13|712.89|339.56|85.98|71.21|8.13|8.13|104.77|87.93|27.83|22.54||0.48|1877.81|713.01|664.22|73.52|
|澜起科技|688008.SH|2022-06-10|780.63|371.83|94.15|77.98|8.9|8.9|114.73|96.29|30.47|24.68||0.43|2056.25|780.76|731.96|81.02|
|澜起科技|688008.SH|2022-06-09|778.02|370.59|93.84|77.72|8.87|8.87|114.35|95.96|30.37|24.6||0.44|2049.38|778.15|729.35|80.73|
|澜起科技|688008.SH|2022-06-08|784.59|373.72|94.63|78.37|8.95|8.95|115.31|96.78|30.62|24.81||0.43|2066.69|784.72|735.92|81.45|
|澜起科技|688008.SH|2022-06-07|774.63|368.97|93.43|77.38|8.84|8.84|113.85|95.55|30.23|24.49||0.44|2040.43|774.75|725.95|80.35|
|澜起科技|688008.SH|2022-06-06|805.21|383.54|97.11|80.43|9.18|9.18|118.34|99.32|31.43|25.46||0.42|2121|805.34|756.54|83.74|
|澜起科技|688008.SH|2022-06-02|763.98|363.89|92.14|76.31|8.71|8.71|112.28|94.23|29.82|24.15||0.44|2012.38|764.1|715.31|79.17|
|澜起科技|688008.SH|2022-06-01|721.27|343.55|86.99|72.05|8.23|8.23|106|88.96|28.15|22.8||0.47|1899.89|721.4|672.6|74.45|
|澜起科技|688008.SH|2022-05-31|727.95|346.74|87.8|72.71|8.3|8.3|106.99|89.79|28.41|23.02||0.47|1917.49|728.08|679.28|75.19|
|澜起科技|688008.SH|2022-05-30|707|336.75|85.27|70.62|8.06|8.06|103.91|87.2|27.6|22.35||0.48|1862.29|707.12|658.32|72.87|
|澜起科技|688008.SH|2022-05-27|679.69|323.75|81.98|67.89|7.75|7.75|99.89|83.84|26.53|21.49||0.5|1790.38|679.82|631.02|69.84|
|澜起科技|688008.SH|2022-05-26|690.91|329.09|83.33|69.01|7.88|7.88|101.54|85.22|26.97|21.84||0.49|1819.92|691.04|642.24|71.09|
|澜起科技|688008.SH|2022-05-25|697.82|332.38|84.16|69.7|7.96|7.96|102.56|86.07|27.24|22.06||0.49|1838.12|697.95|649.15|71.85|
|澜起科技|688008.SH|2022-05-24|702.69|334.7|84.75|70.19|8.02|8.02|103.27|86.67|27.43|22.22||0.48|1850.95|702.82|654.02|72.39|
|澜起科技|688008.SH|2022-05-23|730.44|347.92|88.1|72.96|8.33|8.33|107.35|90.1|28.51|23.09||0.46|1924.06|730.57|681.77|75.46|
|澜起科技|688008.SH|2022-05-20|730.44|347.92|88.1|72.96|8.33|8.33|107.35|90.1|28.51|23.09||0.46|1924.06|730.57|681.77|75.46|
|澜起科技|688008.SH|2022-05-19|737.47|351.27|88.94|73.66|8.41|8.41|108.39|90.96|28.78|23.32||0.46|1942.56|737.59|688.8|76.24|
|澜起科技|688008.SH|2022-05-18|720.59|343.23|86.91|71.98|8.22|8.22|105.9|88.88|28.13|22.78||0.47|1898.1|720.72|671.92|74.37|
|澜起科技|688008.SH|2022-05-17|715.27|340.69|86.27|71.45|8.16|8.16|105.12|88.22|27.92|22.61||0.47|1884.07|715.39|666.59|73.78|
|澜起科技|688008.SH|2022-05-16|725.91|345.76|87.55|72.51|8.28|8.28|106.69|89.54|28.33|22.95||0.47|1912.12|726.04|677.24|74.96|
|澜起科技|688008.SH|2022-05-13|740.3|352.62|89.29|73.95|8.44|8.44|108.8|91.31|28.9|23.41||0.46|1950.02|740.43|691.63|76.55|
|澜起科技|688008.SH|2022-05-12|738.6|351.81|89.08|73.78|8.43|8.43|108.55|91.1|28.83|23.35||0.46|1945.54|738.73|689.93|76.36|
|澜起科技|688008.SH|2022-05-11|710.96|338.64|85.75|71.02|8.11|8.11|104.49|87.69|27.75|22.48||0.48|1872.73|711.09|662.29|73.3|
|澜起科技|688008.SH|2022-05-10|696.35|331.68|83.98|69.56|7.94|7.94|102.34|85.89|27.18|22.02||0.49|1834.24|696.47|647.68|71.69|
|澜起科技|688008.SH|2022-05-09|673.58|320.84|81.24|67.28|7.68|7.68|99|83.08|26.29|21.3||0.5|1774.26|673.7|624.91|69.17|
|澜起科技|688008.SH|2022-05-06|672.9|320.51|81.16|67.21|7.68|7.68|98.9|83|26.26|21.27||0.5|1772.47|673.02|624.23|69.09|
|澜起科技|688008.SH|2022-05-05|691.02|329.15|83.34|69.03|7.88|7.88|101.56|85.23|26.97|21.85||0.49|1820.22|691.15|642.35|71.1|
|澜起科技|688008.SH|2022-04-29|657.6|313.23|79.31|65.69|7.5|7.5|96.65|81.11|25.67|20.79||0.52|1732.19|657.73|608.93|67.4|
