vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,澜起科技2017年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|澜起科技|688008.SH|2025-11-17|1387.92|1387.92|98.31|67.18|11.32|11.63|82.06|68.33|38.14|27.08||0.48|424.04|1388.08|1299.09|98.05|
|澜起科技|688008.SH|2025-11-14|1387.58|1387.58|98.29|67.16|11.32|11.62|82.04|68.31|38.13|27.07||0.48|423.93|1387.74|1298.75|98.02|
|澜起科技|688008.SH|2025-11-13|1463.5|1463.5|103.66|70.84|11.94|12.26|86.53|72.05|40.22|28.55||0.46|447.13|1463.66|1374.67|103.75|
|澜起科技|688008.SH|2025-11-12|1427.77|1427.77|101.13|69.11|11.65|11.96|84.42|70.29|39.24|27.86||0.47|436.21|1427.93|1338.94|101.06|
|澜起科技|688008.SH|2025-11-11|1455.95|1455.95|103.13|70.47|11.88|12.2|86.08|71.68|40.01|28.4||0.46|444.82|1456.1|1367.12|103.18|
|澜起科技|688008.SH|2025-11-10|1463.5|1463.5|103.66|70.84|11.94|12.26|86.53|72.05|40.22|28.55||0.46|447.13|1463.66|1374.67|103.75|
|澜起科技|688008.SH|2025-11-07|1489.61|1489.61|105.51|72.1|12.15|12.48|88.07|73.33|40.94|29.06||0.45|455.11|1489.77|1400.78|105.72|
|澜起科技|688008.SH|2025-11-06|1515.15|1515.15|107.32|73.34|12.36|12.69|89.58|74.59|41.64|29.56||0.44|462.91|1515.31|1426.32|107.65|
|澜起科技|688008.SH|2025-11-05|1476.21|1476.21|104.56|71.45|12.04|12.37|87.28|72.67|40.57|28.8||0.45|451.01|1476.37|1387.38|104.71|
|澜起科技|688008.SH|2025-11-04|1489.5|1489.5|105.51|72.1|12.15|12.48|88.07|73.33|40.93|29.06||0.45|455.07|1489.66|1400.67|105.72|
|澜起科技|688008.SH|2025-11-03|1524.54|1524.54|107.99|73.79|12.44|12.77|90.14|75.05|41.9|29.74||0.44|465.78|1524.7|1435.71|108.36|
|澜起科技|688008.SH|2025-10-31|1560.84|1560.84|110.56|75.55|12.73|12.97|92.29|76.84|42.89|30.45||0.43|476.87|1561|1472.01|111.1|
|澜起科技|688008.SH|2025-10-30|1740.63|1740.63|123.29|88.01|14.37|14.79|102.92|90.16|47.83|37.78||0.38|499.1|1740.79|1657.25|125.08|
|澜起科技|688008.SH|2025-10-29|1755.52|1755.52|124.35|88.77|14.49|14.91|103.8|90.94|48.24|38.1||0.38|503.37|1755.68|1672.14|126.21|
|澜起科技|688008.SH|2025-10-28|1710.4|1710.4|121.15|86.48|14.12|14.53|101.13|88.6|47|37.12||0.39|490.43|1710.56|1627.02|122.8|
|澜起科技|688008.SH|2025-10-27|1729.29|1729.29|122.49|87.44|14.28|14.69|102.25|89.58|47.52|37.53||0.39|495.85|1729.45|1645.92|124.23|
|澜起科技|688008.SH|2025-10-24|1672.49|1672.49|118.47|84.57|13.81|14.21|98.89|86.63|45.96|36.3||0.4|479.56|1672.65|1589.12|119.94|
|澜起科技|688008.SH|2025-10-23|1562.22|1562.22|110.66|78.99|12.9|13.27|92.37|80.92|42.93|33.91||0.43|447.94|1562.37|1478.84|111.62|
|澜起科技|688008.SH|2025-10-22|1561.53|1561.53|110.61|78.96|12.89|13.26|92.33|80.89|42.91|33.89||0.43|447.75|1561.69|1478.15|111.56|
|澜起科技|688008.SH|2025-10-21|1591.76|1591.76|112.75|80.49|13.14|13.27|94.11|82.45|43.74|34.55||0.28|456.41|1591.92|1508.38|113.85|
|澜起科技|688008.SH|2025-10-20|1547.67|1547.67|109.63|78.26|12.78|12.9|91.51|80.17|42.53|33.59||0.29|443.77|1547.83|1464.3|110.52|
|澜起科技|688008.SH|2025-10-17|1580.31|1580.31|111.94|79.91|13.05|13.17|93.44|81.86|43.43|34.3||0.28|453.13|1580.47|1496.93|112.98|
|澜起科技|688008.SH|2025-10-16|1655.89|1655.89|117.29|83.73|13.67|13.8|97.91|85.77|45.51|35.94||0.27|474.8|1656.05|1572.51|118.69|
|澜起科技|688008.SH|2025-10-15|1655.32|1655.32|117.25|83.7|13.66|13.8|97.87|85.75|45.49|35.93||0.27|474.64|1655.47|1571.94|118.64|
|澜起科技|688008.SH|2025-10-14|1683.37|1683.37|119.24|85.12|13.9|14.03|99.53|87.2|46.26|36.54||0.26|482.68|1683.53|1600|120.76|
|澜起科技|688008.SH|2025-10-13|1695.4|1695.4|120.09|85.73|14|14.13|100.24|87.82|46.59|36.8||0.26|486.13|1695.56|1612.02|121.67|
|澜起科技|688008.SH|2025-10-10|1718.41|1718.41|121.72|86.89|14.19|14.32|101.6|89.01|47.22|37.3||0.26|492.73|1718.57|1635.04|123.41|
|澜起科技|688008.SH|2025-10-09|1798.8|1798.8|127.41|90.95|14.85|14.99|106.35|93.18|49.43|39.04||0.25|515.78|1798.96|1715.43|129.47|
|澜起科技|688008.SH|2025-09-30|1772.69|1772.69|125.56|89.63|14.63|14.77|104.81|91.83|48.72|38.48||0.25|508.29|1772.85|1689.32|127.5|
|澜起科技|688008.SH|2025-09-29|1645.01|1645.01|116.52|83.18|13.58|13.71|97.26|85.21|45.21|35.7||0.27|471.68|1645.17|1561.63|117.87|
|澜起科技|688008.SH|2025-09-26|1524.2|1524.2|107.96|77.07|12.58|12.7|90.12|78.95|41.89|33.08||0.29|437.04|1524.36|1440.82|108.75|
|澜起科技|688008.SH|2025-09-25|1564.28|1564.28|110.8|79.1|12.91|13.04|92.49|81.03|42.99|33.95||0.28|448.53|1564.44|1480.9|111.77|
|澜起科技|688008.SH|2025-09-24|1555.8|1555.8|110.2|78.67|12.84|12.97|91.99|80.59|42.75|33.77||0.28|446.1|1555.96|1472.43|111.13|
|澜起科技|688008.SH|2025-09-23|1446.44|1446.44|102.46|73.14|11.94|12.05|85.52|74.93|39.75|31.39||0.31|414.75|1446.6|1363.06|102.88|
|澜起科技|688008.SH|2025-09-22|1434.76|1434.76|101.63|72.55|11.84|11.96|84.83|74.32|39.43|31.14||0.31|411.4|1434.92|1351.38|102|
|澜起科技|688008.SH|2025-09-19|1380.94|1380.94|97.82|69.83|11.4|11.48|81.65|71.53|37.95|29.97||0.32|395.96|1381.1|1297.56|97.93|
|澜起科技|688008.SH|2025-09-18|1362.84|1362.84|96.53|68.91|11.25|11.33|80.58|70.6|37.45|29.58||0.33|390.78|1363|1279.47|96.57|
|澜起科技|688008.SH|2025-09-17|1363.99|1363.99|96.61|68.97|11.26|11.34|80.65|70.65|37.48|29.6||0.32|391.1|1364.15|1280.61|96.66|
|澜起科技|688008.SH|2025-09-16|1379.68|1379.68|97.73|69.76|11.39|11.47|81.57|71.47|37.91|29.94||0.32|395.6|1379.84|1296.3|97.84|
|澜起科技|688008.SH|2025-09-15|1341.66|1341.66|95.03|67.84|11.08|11.16|79.33|69.5|36.87|29.12||0.33|384.7|1341.82|1258.28|94.97|
|澜起科技|688008.SH|2025-09-12|1353.57|1353.57|95.88|68.44|11.17|11.26|80.03|70.11|37.2|29.38||0.33|388.12|1353.73|1270.19|95.87|
|澜起科技|688008.SH|2025-09-11|1344.41|1344.41|95.23|67.98|11.1|11.18|79.49|69.64|36.95|29.18||0.33|385.49|1344.57|1261.03|95.18|
|澜起科技|688008.SH|2025-09-10|1306.62|1306.62|92.55|66.07|10.79|10.87|77.25|67.68|35.91|28.36||0.34|374.65|1306.78|1223.24|92.33|
|澜起科技|688008.SH|2025-09-09|1236.19|1236.19|87.56|62.51|10.2|10.28|73.09|64.03|33.97|26.83||0.36|354.46|1236.35|1152.82|87.01|
|澜起科技|688008.SH|2025-09-08|1251.99|1251.99|88.68|63.31|10.34|10.41|74.02|64.85|34.41|27.17||0.35|358.99|1252.15|1168.62|88.2|
|澜起科技|688008.SH|2025-09-05|1241.46|1241.46|87.94|62.77|10.25|10.32|73.4|64.31|34.12|26.94||0.36|355.97|1241.62|1158.08|87.41|
|澜起科技|688008.SH|2025-09-04|1177.79|1177.79|83.43|59.55|9.72|9.78|69.64|61.01|32.37|25.56||0.38|337.71|1177.95|1094.41|82.6|
|澜起科技|688008.SH|2025-09-03|1288.18|1288.18|91.25|65.14|10.63|10.69|76.16|66.73|35.4|27.96||0.34|369.37|1288.34|1204.8|90.93|
|澜起科技|688008.SH|2025-09-02|1321.5|1321.5|93.61|66.82|10.91|10.97|78.13|68.45|36.32|28.68||0.34|378.92|1321.66|1238.13|93.45|
|澜起科技|688008.SH|2025-09-01|1422.51|1422.51|100.76|71.93|11.74|11.81|84.11|73.69|39.09|30.87||0.31|407.88|1422.67|1339.13|101.07|
|澜起科技|688008.SH|2025-08-29|1407.39|1407.39|99.69|82.13|11.76|12.37|83.21|92.3|38.68|34.13||0.31|427.62|1407.55|1335.8|100.82|
|澜起科技|688008.SH|2025-08-28|1345.55|1345.55|95.31|78.52|11.24|11.82|79.56|88.25|36.98|32.63||0.33|408.84|1345.71|1273.96|96.15|
|澜起科技|688008.SH|2025-08-27|1239.05|1239.05|87.77|72.3|10.35|10.89|73.26|81.26|34.05|30.05||0.36|376.48|1239.21|1167.46|88.12|
|澜起科技|688008.SH|2025-08-26|1186.38|1186.38|84.03|69.23|9.91|10.43|70.14|77.81|32.6|28.77||0.37|360.47|1186.53|1114.79|84.14|
|澜起科技|688008.SH|2025-08-25|1167.83|1167.83|82.72|68.15|9.76|10.26|69.05|76.59|32.09|28.32||0.38|354.83|1167.98|1096.24|82.74|
|澜起科技|688008.SH|2025-08-22|1134.96|1134.96|80.39|66.23|9.48|9.97|67.1|74.44|31.19|27.52||0.39|344.85|1135.12|1063.37|80.26|
|澜起科技|688008.SH|2025-08-21|1044.15|1044.15|73.96|60.93|8.72|9.18|61.74|68.48|28.69|25.32||0.42|317.26|1044.31|972.56|73.4|
|澜起科技|688008.SH|2025-08-20|1063.39|1063.39|75.32|62.05|8.88|9.34|62.87|69.74|29.22|25.79||0.42|323.1|1063.55|991.8|74.86|
|澜起科技|688008.SH|2025-08-19|1026.06|1026.06|72.68|59.87|8.57|9.02|60.67|67.29|28.2|24.88||0.43|311.76|1026.21|954.47|72.04|
|澜起科技|688008.SH|2025-08-18|1050.45|1050.45|74.41|61.3|8.78|9.23|62.11|68.89|28.87|25.47||0.42|319.17|1050.6|978.86|73.88|
|澜起科技|688008.SH|2025-08-15|1064.99|1064.99|75.44|62.15|8.9|9.36|62.97|69.85|29.27|25.83||0.42|323.59|1065.15|993.4|74.98|
|澜起科技|688008.SH|2025-08-14|1018.5|1018.5|72.14|59.43|8.51|8.95|60.22|66.8|27.99|24.7||0.44|309.46|1018.66|946.91|71.47|
|澜起科技|688008.SH|2025-08-13|1032.35|1032.35|73.12|60.24|8.62|9.07|61.04|67.71|28.37|25.03||0.43|313.67|1032.51|960.76|72.51|
|澜起科技|688008.SH|2025-08-12|1032.47|1032.47|73.13|60.25|8.63|9.07|61.05|67.72|28.37|25.04||0.43|313.71|1032.63|960.88|72.52|
|澜起科技|688008.SH|2025-08-11|1039.81|1039.81|73.65|60.68|8.69|9.14|61.48|68.2|28.57|25.21||0.43|315.94|1039.97|968.22|73.08|
|澜起科技|688008.SH|2025-08-08|1045.88|1045.88|74.08|61.03|8.74|9.2|61.84|68.59|28.74|25.36||0.42|317.78|1046.04|974.29|73.54|
|澜起科技|688008.SH|2025-08-07|1064.2|1064.2|75.38|62.1|8.89|9.36|62.92|69.8|29.24|25.81||0.42|323.35|1064.35|992.61|74.92|
|澜起科技|688008.SH|2025-08-06|1041.07|1041.07|73.74|60.75|8.7|9.15|61.55|68.28|28.61|25.25||0.43|316.32|1041.23|969.48|73.17|
|澜起科技|688008.SH|2025-08-05|974.9|974.9|69.05|56.89|8.14|8.57|57.64|63.94|26.79|23.64||0.45|296.22|975.06|903.31|68.18|
|澜起科技|688008.SH|2025-08-04|963.45|963.45|68.24|56.22|8.05|8.42|56.96|63.19|26.48|23.36||0.46|292.74|963.61|891.86|67.31|
|澜起科技|688008.SH|2025-08-01|940.9|940.9|66.65|54.9|7.86|8.22|55.63|61.71|25.86|22.82||0.47|285.89|941.06|869.31|65.61|
|澜起科技|688008.SH|2025-07-31|973.3|973.3|68.94|56.8|8.13|8.5|57.55|63.83|26.75|23.6||0.46|295.73|973.46|901.71|68.06|
|澜起科技|688008.SH|2025-07-30|998.37|998.37|70.72|58.26|8.34|8.72|59.03|65.48|27.44|24.21||0.44|303.35|998.53|926.78|69.95|
|澜起科技|688008.SH|2025-07-29|995.97|995.97|70.55|58.12|8.32|8.7|58.89|65.32|27.37|24.15||0.44|302.62|996.12|924.38|69.77|
|澜起科技|688008.SH|2025-07-28|984.18|984.18|69.71|57.43|8.22|8.6|58.19|64.55|27.05|23.87||0.45|299.03|984.33|912.59|68.88|
|澜起科技|688008.SH|2025-07-25|968.49|968.49|68.6|56.51|8.09|8.46|57.26|63.52|26.61|23.49||0.46|294.27|968.65|896.9|67.69|
|澜起科技|688008.SH|2025-07-24|957.96|957.96|67.85|55.9|8|8.37|56.64|62.83|26.33|23.23||0.46|291.07|958.12|886.37|66.9|
|澜起科技|688008.SH|2025-07-23|956.13|956.13|67.73|55.79|7.99|8.35|56.53|62.71|26.28|23.19||0.46|290.51|956.29|884.54|66.76|
|澜起科技|688008.SH|2025-07-22|953.84|953.84|67.56|55.66|7.97|8.33|56.4|62.56|26.21|23.13||0.46|289.82|954|882.25|66.59|
|澜起科技|688008.SH|2025-07-21|960.59|960.59|68.04|56.05|8.02|8.39|56.8|63|26.4|23.29||0.46|291.87|960.75|889|67.1|
|澜起科技|688008.SH|2025-07-18|980.63|980.63|69.46|57.22|8.19|8.57|57.98|64.32|26.95|23.78||0.45|297.96|980.78|909.04|68.61|
|澜起科技|688008.SH|2025-07-17|987.61|987.61|69.95|57.63|8.25|8.63|58.39|64.77|27.14|23.95||0.45|300.08|987.77|916.02|69.14|
|澜起科技|688008.SH|2025-07-16|972.61|972.61|68.89|56.76|8.13|8.5|57.51|63.79|26.73|23.59||0.46|295.52|972.77|901.02|68.01|
|澜起科技|688008.SH|2025-07-15|976.51|976.51|69.17|56.98|8.16|8.53|57.74|64.04|26.84|23.68||0.45|296.7|976.66|904.92|68.3|
|澜起科技|688008.SH|2025-07-14|946.86|946.86|67.07|55.25|7.91|8.27|55.98|62.1|26.02|22.96||0.47|287.69|947.01|875.27|66.06|
|澜起科技|688008.SH|2025-07-11|950.52|950.52|67.33|55.47|7.94|8.3|56.2|62.34|26.12|23.05||0.47|288.81|950.68|878.93|66.34|
|澜起科技|688008.SH|2025-07-10|925.22|925.22|65.54|53.99|7.73|8.08|54.7|60.68|25.43|22.44||0.48|281.12|925.38|853.63|64.43|
|澜起科技|688008.SH|2025-07-09|927.28|927.28|65.68|54.11|7.75|8.1|54.83|60.82|25.48|22.49||0.48|281.75|927.44|855.69|64.58|
|澜起科技|688008.SH|2025-07-08|949.03|949.03|67.22|55.38|7.93|8.29|56.11|62.24|26.08|23.01||0.47|288.36|949.19|877.44|66.23|
|澜起科技|688008.SH|2025-07-07|918.81|918.81|65.08|53.62|7.68|8.03|54.32|60.26|25.25|22.28||0.48|279.17|918.97|847.22|63.94|
|澜起科技|688008.SH|2025-07-04|934.38|934.38|66.18|54.52|7.81|8.16|55.25|61.28|25.68|22.66||0.47|283.9|934.53|862.79|65.12|
|澜起科技|688008.SH|2025-07-03|942.16|942.16|66.74|54.98|7.87|8.23|55.71|61.79|25.89|22.85||0.47|286.27|942.32|870.57|65.71|
|澜起科技|688008.SH|2025-07-02|918.81|918.81|65.08|53.62|7.68|8|54.32|60.26|25.25|22.28||0.48|279.17|918.97|847.22|63.94|
|澜起科技|688008.SH|2025-07-01|938.73|938.73|66.49|54.78|7.84|8.17|55.5|61.57|25.8|22.76||0.47|285.23|938.88|867.14|65.45|
|澜起科技|688008.SH|2025-06-30|938.73|938.73|66.49|54.78|7.84|8.17|55.5|61.57|25.8|22.76||0.47|285.23|938.88|867.14|65.45|
|澜起科技|688008.SH|2025-06-27|917.55|917.55|64.99|53.54|7.67|7.98|54.25|60.18|25.21|22.25||0.48|278.79|917.71|845.96|63.85|
|澜起科技|688008.SH|2025-06-26|913.54|913.54|64.71|53.31|7.63|7.95|54.01|59.92|25.1|22.15||0.49|277.57|913.7|841.95|63.55|
|澜起科技|688008.SH|2025-06-25|924.76|924.76|65.5|53.96|7.73|8.05|54.68|60.65|25.41|22.42||0.48|280.98|924.92|853.17|64.39|
|澜起科技|688008.SH|2025-06-24|904.96|904.96|64.1|52.81|7.56|7.87|53.51|59.35|24.87|21.94||0.49|274.96|905.11|833.37|62.9|
|澜起科技|688008.SH|2025-06-23|893.05|893.05|63.26|52.11|7.46|7.75|52.8|58.57|24.54|21.66||0.5|271.35|893.21|821.46|62|
|澜起科技|688008.SH|2025-06-20|933.8|933.8|66.14|54.49|7.8|8.1|55.21|61.24|25.66|22.64||0.47|283.73|933.96|862.21|65.08|
|澜起科技|688008.SH|2025-06-19|930.71|930.71|65.92|54.31|7.78|8.07|55.03|61.04|25.58|22.57||0.48|282.79|930.87|859.12|64.84|
|澜起科技|688008.SH|2025-06-18|922.13|922.13|65.32|53.81|7.7|8|54.52|60.48|25.34|22.36||0.48|280.18|922.29|850.54|64.19|
|澜起科技|688008.SH|2025-06-17|912.97|912.97|64.67|53.27|7.63|7.92|53.98|59.88|25.09|22.14||0.49|277.4|913.13|841.38|63.5|
|澜起科技|688008.SH|2025-06-16|910.57|910.57|64.5|53.13|7.61|7.9|53.84|59.72|25.02|22.08||0.49|276.67|910.72|838.98|63.32|
|澜起科技|688008.SH|2025-06-13|904.38|904.38|64.06|52.77|7.56|7.85|53.47|59.31|24.85|21.93||0.49|274.79|904.54|832.79|62.86|
|澜起科技|688008.SH|2025-06-12|930.48|930.48|65.91|54.3|7.77|8.07|55.02|61.03|25.57|22.56||0.48|282.72|930.64|858.89|64.83|
|澜起科技|688008.SH|2025-06-11|939.19|939.19|66.52|54.8|7.85|8.15|55.53|61.6|25.81|22.77||0.47|285.36|939.34|867.6|65.48|
|澜起科技|688008.SH|2025-06-10|936.55|936.55|66.34|54.65|7.82|8.12|55.37|61.42|25.74|22.71||0.47|284.56|936.71|864.96|65.28|
|澜起科技|688008.SH|2025-06-09|960.36|960.36|68.03|56.04|8.02|8.33|56.78|62.99|26.39|23.29||0.46|291.8|960.52|888.77|67.08|
|澜起科技|688008.SH|2025-06-06|959.79|959.79|67.98|56.01|8.02|8.33|56.75|62.95|26.38|23.27||0.46|291.63|959.95|888.2|67.04|
|澜起科技|688008.SH|2025-06-05|959.33|959.33|67.95|55.98|8.01|8.32|56.72|62.92|26.36|23.26||0.46|291.49|959.49|887.74|67|
|澜起科技|688008.SH|2025-06-04|919.27|919.27|65.11|53.64|7.68|7.97|54.35|60.29|25.26|22.29||0.48|279.31|919.42|847.68|63.98|
|澜起科技|688008.SH|2025-06-03|924.07|924.07|65.45|53.92|7.72|8.02|54.64|60.61|25.39|22.41||0.48|280.77|924.23|852.48|64.34|
|澜起科技|688008.SH|2025-05-30|873.7|873.7|61.89|50.98|7.3|7.58|51.66|57.3|24.01|21.19||0.51|265.47|873.86|802.11|60.54|
|澜起科技|688008.SH|2025-05-29|892.36|892.36|63.21|52.07|7.45|7.45|52.76|58.53|24.52|21.64||0.38|271.14|892.52|820.77|61.95|
|澜起科技|688008.SH|2025-05-28|873.47|873.47|61.87|50.97|7.3|7.3|51.64|57.29|24|21.18||0.39|265.4|873.63|801.88|60.52|
|澜起科技|688008.SH|2025-05-27|868.21|868.21|61.5|50.66|7.25|7.25|51.33|56.94|23.86|21.05||0.39|263.8|868.37|796.62|60.13|
|澜起科技|688008.SH|2025-05-26|868.32|868.32|61.51|50.67|7.25|7.25|51.34|56.95|23.86|21.06||0.39|263.83|868.48|796.73|60.13|
|澜起科技|688008.SH|2025-05-23|876.79|876.79|62.11|51.16|7.32|7.32|51.84|57.51|24.09|21.26||0.39|266.41|876.95|805.2|60.77|
|澜起科技|688008.SH|2025-05-22|895.23|895.23|63.41|52.24|7.48|7.48|52.93|58.71|24.6|21.71||0.38|272.01|895.38|823.64|62.16|
|澜起科技|688008.SH|2025-05-21|883.78|883.78|62.6|51.57|7.38|7.38|52.25|57.96|24.29|21.43||0.38|268.53|883.93|812.19|61.3|
|澜起科技|688008.SH|2025-05-20|894.19|894.19|63.34|52.18|7.47|7.47|52.87|58.65|24.57|21.68||0.38|271.69|894.35|822.61|62.09|
|澜起科技|688008.SH|2025-05-19|883.66|883.66|62.59|51.56|7.38|7.38|52.25|57.96|24.28|21.43||0.38|268.49|883.82|812.07|61.29|
|澜起科技|688008.SH|2025-05-16|888.36|888.36|62.92|51.84|7.42|7.42|52.52|58.26|24.41|21.54||0.38|269.92|888.51|816.77|61.65|
|澜起科技|688008.SH|2025-05-15|894.77|894.77|63.38|52.21|7.47|7.47|52.9|58.68|24.59|21.7||0.38|271.87|894.92|823.18|62.13|
|澜起科技|688008.SH|2025-05-14|908.16|908.16|64.33|52.99|7.59|7.59|53.7|59.56|24.96|22.02||0.37|275.94|908.32|836.57|63.14|
|澜起科技|688008.SH|2025-05-13|902.21|902.21|63.91|52.65|7.54|7.54|53.34|59.17|24.79|21.88||0.37|274.13|902.37|830.62|62.69|
|澜起科技|688008.SH|2025-05-12|899.23|899.23|63.7|52.47|7.51|7.51|53.17|58.98|24.71|21.81||0.38|273.22|899.39|827.64|62.47|
|澜起科技|688008.SH|2025-05-09|877.94|877.94|62.19|51.23|7.33|7.33|51.91|57.58|24.13|21.29||0.39|266.75|878.1|806.35|60.86|
|澜起科技|688008.SH|2025-05-08|890.99|890.99|63.11|51.99|7.44|7.44|52.68|58.44|24.49|21.61||0.38|270.72|891.15|819.4|61.84|
|澜起科技|688008.SH|2025-05-07|902.32|902.32|63.91|52.65|7.54|7.54|53.35|59.18|24.8|21.88||0.37|274.16|902.48|830.73|62.7|
|澜起科技|688008.SH|2025-05-06|903.47|903.47|63.99|52.72|7.55|7.55|53.42|59.25|24.83|21.91||0.37|274.51|903.63|831.88|62.79|
|澜起科技|688008.SH|2025-04-30|879.43|879.43|62.29|51.32|7.35|7.35|52|57.68|24.17|21.33||0.38|267.21|879.58|807.84|60.97|
|澜起科技|688008.SH|2025-04-29|850.69|850.69|60.26|49.64|7.11|7.11|50.3|55.79|23.38|20.63||0.4|258.48|850.85|779.1|58.8|
|澜起科技|688008.SH|2025-04-28|830.89|830.89|58.85|48.49|6.94|6.94|49.13|54.49|22.83|20.15||0.41|252.46|831.05|759.3|57.31|
|澜起科技|688008.SH|2025-04-25|842.11|842.11|59.65|49.14|7.04|7.04|49.79|55.23|23.14|20.42||0.4|255.87|842.26|770.52|58.16|
|澜起科技|688008.SH|2025-04-24|830.89|830.89|58.85|48.49|6.94|6.94|49.13|54.49|22.83|20.15||0.41|252.46|831.05|759.3|57.31|
|澜起科技|688008.SH|2025-04-23|848.4|848.4|60.09|60.09|7.44|7.44|50.16|50.16|23.31|23.31||0.4|317.27|848.56|780.13|58.88|
|澜起科技|688008.SH|2025-04-22|833.52|833.52|59.04|59.04|7.31|7.31|49.28|49.28|22.91|22.91||0.41|311.71|833.68|765.25|57.76|
|澜起科技|688008.SH|2025-04-21|842.91|842.91|59.71|59.71|7.39|7.39|49.84|49.84|23.16|23.16||0.4|315.22|843.07|774.63|58.47|
|澜起科技|688008.SH|2025-04-18|836.84|836.84|59.28|59.28|7.34|7.34|49.48|49.48|23|23||0.4|312.95|837|768.57|58.01|
|澜起科技|688008.SH|2025-04-17|836.84|836.84|59.28|59.28|7.34|7.34|49.48|49.48|23|23||0.4|312.95|837|768.57|58.01|
|澜起科技|688008.SH|2025-04-16|834.78|834.78|59.13|59.13|7.32|7.32|49.36|49.36|22.94|22.94||0.41|312.18|834.94|766.51|57.85|
|澜起科技|688008.SH|2025-04-15|846.92|846.92|59.99|59.99|7.43|7.43|50.07|50.07|23.27|23.27||0.4|316.72|847.07|778.64|58.77|
|澜起科技|688008.SH|2025-04-14|854.01|854.01|60.49|60.49|7.49|7.49|50.49|50.49|23.47|23.47||0.4|319.37|854.17|785.74|59.3|
|澜起科技|688008.SH|2025-04-11|859.28|859.28|60.87|60.87|7.54|7.54|50.81|50.81|23.61|23.61||0.39|321.34|859.44|791.01|59.7|
|澜起科技|688008.SH|2025-04-10|801.01|801.01|177.64|56.74|7.63|7.02|109.54|49.15|35.04|22.01||0.42|299.55|801.13|738.71|184.94|
|澜起科技|688008.SH|2025-04-09|778.46|778.46|172.64|55.14|7.41|6.83|106.46|47.77|34.06|21.39||0.43|291.12|778.58|716.15|179.29|
|澜起科技|688008.SH|2025-04-08|753.27|753.27|167.06|53.36|7.17|6.61|103.01|46.22|32.96|20.7||0.45|281.7|753.4|690.97|172.99|
|澜起科技|688008.SH|2025-04-07|749.84|749.84|166.29|53.11|7.14|6.58|102.54|46.01|32.8|20.61||0.45|280.41|749.96|687.53|172.13|
|澜起科技|688008.SH|2025-04-03|856.19|856.19|189.88|60.65|8.15|7.51|117.09|52.54|37.46|23.53||0.4|320.18|856.31|793.88|198.75|
|澜起科技|688008.SH|2025-04-02|879.89|879.89|195.14|62.32|8.38|7.72|120.33|53.99|38.49|24.18||0.38|329.05|880.01|817.58|204.68|
|澜起科技|688008.SH|2025-04-01|886.41|886.41|196.58|62.79|8.44|7.77|121.22|54.39|38.78|24.36||0.38|331.49|886.54|824.11|206.32|
|澜起科技|688008.SH|2025-03-31|896.14|896.14|198.74|63.48|8.53|7.86|122.55|54.99|39.21|24.63||0.38|335.12|896.27|833.84|208.75|
|澜起科技|688008.SH|2025-03-28|887.21|887.21|196.76|62.84|8.45|7.78|121.33|54.44|38.82|24.38||0.38|331.79|887.34|824.91|206.52|
|澜起科技|688008.SH|2025-03-27|890.19|890.19|197.42|63.05|8.47|7.81|121.74|54.62|38.95|24.46||0.38|332.9|890.31|827.88|207.26|
|澜起科技|688008.SH|2025-03-26|856.3|856.3|189.91|60.65|8.15|7.51|117.1|52.55|37.46|23.53||0.39|320.23|856.43|794|198.78|
|澜起科技|688008.SH|2025-03-25|857.45|857.45|190.16|60.74|8.16|7.52|117.26|52.62|37.51|23.56||0.39|320.65|857.57|795.14|199.07|
|澜起科技|688008.SH|2025-03-24|850.12|850.12|188.53|60.22|8.09|7.45|116.26|52.17|37.19|23.36||0.4|317.92|850.25|787.82|197.23|
|澜起科技|688008.SH|2025-03-21|847.37|847.37|187.93|60.02|8.07|7.43|115.88|52|37.07|23.29||0.4|316.89|847.5|785.07|196.54|
|澜起科技|688008.SH|2025-03-20|871.64|871.64|193.31|61.74|8.3|7.64|119.2|53.49|38.13|23.95||0.39|325.96|871.77|809.34|202.62|
|澜起科技|688008.SH|2025-03-19|890.76|890.76|197.55|63.09|8.48|7.81|121.81|54.66|38.97|24.48||0.38|333.11|890.89|828.46|207.41|
|澜起科技|688008.SH|2025-03-18|899.12|899.12|199.4|63.69|8.56|7.88|122.96|55.17|39.34|24.71||0.38|336.24|899.24|836.81|209.5|
|澜起科技|688008.SH|2025-03-17|871.64|871.64|193.31|61.74|8.3|7.64|119.2|53.49|38.13|23.95||0.39|325.96|871.77|809.34|202.62|
|澜起科技|688008.SH|2025-03-14|884.69|884.69|196.2|62.67|8.42|7.76|120.98|54.29|38.7|24.31||0.38|330.84|884.82|822.39|205.89|
