vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,五粮液2016年1月至今每月末市盈率PE-TTM,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|五粮液|000858.SZ|2022-11-11|5823.19|5822.94|24.91|22.36|5.43|5.43|21.75|26.27|8.8|8.06|1.72|2.02|134.86|5827.02|5033.76|15.91|
|五粮液|000858.SZ|2022-11-10|5657.83|5657.59|24.2|21.73|5.27|5.27|21.13|25.53|8.55|7.83|1.77|2.07|131.03|5661.66|4868.4|15.39|
|五粮液|000858.SZ|2022-11-09|5643.86|5643.62|24.14|21.67|5.26|5.26|21.08|25.47|8.52|7.81|1.77|2.08|130.71|5647.69|4854.43|15.34|
|五粮液|000858.SZ|2022-11-08|5724.98|5724.74|24.49|21.99|5.33|5.33|21.38|25.83|8.65|7.92|1.75|2.05|132.59|5728.81|4935.55|15.6|
|五粮液|000858.SZ|2022-11-07|5866.66|5866.42|25.1|22.53|5.47|5.47|21.91|26.47|8.86|8.12|1.71|2|135.87|5870.49|5077.23|16.05|
|五粮液|000858.SZ|2022-11-04|5822.41|5822.17|24.91|22.36|5.43|5.43|21.75|26.27|8.79|8.06|1.72|2.02|134.85|5826.24|5032.98|15.91|
|五粮液|000858.SZ|2022-11-03|5469.96|5469.73|23.4|21.01|5.1|5.1|20.43|24.68|8.26|7.57|1.83|2.15|126.68|5473.79|4680.53|14.8|
|五粮液|000858.SZ|2022-11-02|5574.77|5574.53|23.85|21.41|5.19|5.19|20.82|25.15|8.42|7.71|1.8|2.1|129.11|5578.59|4785.33|15.13|
|五粮液|000858.SZ|2022-11-01|5534.4|5534.16|23.67|21.25|5.16|5.16|20.67|24.97|8.36|7.66|1.81|2.12|128.18|5538.22|4744.97|15|
|五粮液|000858.SZ|2022-10-31|5181.95|5181.73|22.17|19.9|4.83|4.83|19.35|23.38|7.83|7.17|1.93|2.26|120.01|5185.77|4392.52|13.88|
|五粮液|000858.SZ|2022-10-28|5337.21|5336.99|22.83|20.5|4.97|4.97|19.93|24.08|8.06|7.39|1.88|2.2|123.61|5341.04|4547.78|14.38|
|五粮液|000858.SZ|2022-10-27|5321.68|5321.46|22.76|21.05|5.2|5.2|19.88|26.67|8.04|7.53|1.88|2.21|120.81|5325.53|4572.31|14.45|
|五粮液|000858.SZ|2022-10-26|5566.23|5565.99|23.81|22.02|5.43|5.43|20.79|27.89|8.41|7.88|1.8|2.11|126.36|5570.07|4816.85|15.23|
|五粮液|000858.SZ|2022-10-25|5516.54|5516.31|23.6|21.83|5.39|5.39|20.6|27.65|8.33|7.8|1.82|2.13|125.24|5520.38|4767.17|15.07|
|五粮液|000858.SZ|2022-10-24|5559.63|5559.39|23.78|22|5.43|5.43|20.76|27.86|8.4|7.87|1.8|2.11|126.21|5563.47|4810.25|15.21|
|五粮液|000858.SZ|2022-10-21|5905.87|5905.62|25.26|23.37|5.77|5.77|22.06|29.6|8.92|8.36|1.7|1.99|134.07|5909.71|5156.49|16.3|
|五粮液|000858.SZ|2022-10-20|5983.5|5983.25|25.6|23.67|5.84|5.84|22.35|29.99|9.04|8.47|1.67|1.96|135.84|5987.34|5234.13|16.55|
|五粮液|000858.SZ|2022-10-19|5997.08|5996.83|25.65|23.73|5.85|5.85|22.4|30.05|9.06|8.48|1.67|1.96|136.15|6000.93|5247.71|16.59|
|五粮液|000858.SZ|2022-10-18|6160.11|6159.85|26.35|24.37|6.01|6.01|23.01|30.87|9.3|8.72|1.63|1.9|139.85|6163.95|5410.74|17.1|
|五粮液|000858.SZ|2022-10-17|6119.36|6119.1|26.18|24.21|5.97|5.97|22.85|30.67|9.24|8.66|1.64|1.92|138.92|6123.2|5369.98|16.97|
|五粮液|000858.SZ|2022-10-14|6176.41|6176.16|26.42|24.44|6.03|6.03|23.07|30.95|9.33|8.74|1.62|1.9|140.22|6180.26|5427.04|17.15|
|五粮液|000858.SZ|2022-10-13|5960.99|5960.74|25.5|23.58|5.82|5.82|22.26|29.87|9|8.43|1.68|1.97|135.33|5964.83|5211.61|16.47|
|五粮液|000858.SZ|2022-10-12|6078.6|6078.34|26|24.05|5.93|5.93|22.7|30.46|9.18|8.6|1.65|1.93|138|6082.44|5329.23|16.85|
|五粮液|000858.SZ|2022-10-11|6155.84|6155.58|26.33|24.35|6.01|6.01|22.99|30.85|9.3|8.71|1.63|1.91|139.75|6159.68|5406.47|17.09|
|五粮液|000858.SZ|2022-10-10|6167.88|6167.62|26.38|24.4|6.02|6.02|23.04|30.91|9.32|8.73|1.62|1.9|140.02|6171.72|5418.5|17.13|
|五粮液|000858.SZ|2022-09-30|6568.85|6568.57|28.1|25.99|6.41|6.41|24.53|32.92|9.92|9.29|1.52|1.79|149.13|6572.69|5819.47|18.4|
|五粮液|000858.SZ|2022-09-29|6540.9|6540.62|27.98|25.88|6.39|6.39|24.43|32.78|9.88|9.25|1.53|1.79|148.49|6544.74|5791.53|18.31|
|五粮液|000858.SZ|2022-09-28|6583.21|6582.93|28.16|26.05|6.43|6.43|24.59|32.99|9.94|9.31|1.52|1.78|149.45|6587.05|5833.83|18.44|
|五粮液|000858.SZ|2022-09-27|6630.95|6630.67|28.37|26.23|6.47|6.47|24.77|33.23|10.02|9.38|1.51|1.77|150.54|6634.79|5881.58|18.59|
|五粮液|000858.SZ|2022-09-26|6292.47|6292.21|26.92|24.9|6.14|6.14|23.5|31.53|9.5|8.9|1.59|1.86|142.85|6296.32|5543.1|17.52|
|五粮液|000858.SZ|2022-09-23|6176.8|6176.54|26.42|24.44|6.03|6.03|23.07|30.95|9.33|8.74|1.62|1.9|140.23|6180.65|5427.43|17.16|
|五粮液|000858.SZ|2022-09-22|6167.88|6167.62|26.38|24.4|6.02|6.02|23.04|30.91|9.32|8.73|1.62|1.9|140.02|6171.72|5418.5|17.13|
|五粮液|000858.SZ|2022-09-21|6344.49|6344.22|27.14|25.1|6.19|6.19|23.7|31.79|9.58|8.98|1.58|1.85|144.03|6348.33|5595.12|17.69|
|五粮液|000858.SZ|2022-09-20|6435.32|6435.05|27.53|25.46|6.28|6.28|24.03|32.25|9.72|9.1|1.56|1.82|146.09|6439.16|5685.95|17.97|
|五粮液|000858.SZ|2022-09-19|6327.8|6327.53|27.07|25.04|6.18|6.18|23.63|31.71|9.56|8.95|1.58|1.85|143.65|6331.64|5578.43|17.63|
|五粮液|000858.SZ|2022-09-16|6252.49|6252.23|26.75|24.74|6.1|6.1|23.35|31.33|9.44|8.85|1.6|1.88|141.94|6256.34|5503.12|17.4|
|五粮液|000858.SZ|2022-09-15|6381.36|6381.1|27.3|25.25|6.23|6.23|23.83|31.98|9.64|9.03|1.57|1.84|144.87|6385.21|5631.99|17.8|
|五粮液|000858.SZ|2022-09-14|6303.73|6303.47|26.97|24.94|6.15|6.15|23.54|31.59|9.52|8.92|1.59|1.86|143.11|6307.57|5554.36|17.56|
|五粮液|000858.SZ|2022-09-13|6351.48|6351.21|27.17|25.13|6.2|6.2|23.72|31.83|9.59|8.99|1.58|1.85|144.19|6355.32|5602.1|17.71|
|五粮液|000858.SZ|2022-09-09|6267.24|6266.98|26.81|24.8|6.12|6.12|23.41|31.41|9.47|8.87|1.6|1.87|142.28|6271.09|5517.87|17.44|
|五粮液|000858.SZ|2022-09-08|6174.47|6174.21|26.41|24.43|6.03|6.03|23.06|30.94|9.33|8.74|1.62|1.9|140.17|6178.32|5425.1|17.15|
|五粮液|000858.SZ|2022-09-07|6169.43|6169.17|26.39|24.41|6.02|6.02|23.04|30.92|9.32|8.73|1.62|1.9|140.06|6173.27|5420.06|17.13|
|五粮液|000858.SZ|2022-09-06|6231.15|6230.88|26.65|24.65|6.08|6.08|23.27|31.23|9.41|8.82|1.61|1.88|141.46|6234.99|5481.77|17.33|
|五粮液|000858.SZ|2022-09-05|6172.53|6172.27|26.4|24.42|6.03|6.03|23.05|30.93|9.32|8.73|1.62|1.9|140.13|6176.38|5423.16|17.14|
|五粮液|000858.SZ|2022-09-02|6281.99|6281.73|26.87|24.85|6.13|6.13|23.46|31.48|9.49|8.89|1.59|1.87|142.61|6285.84|5532.62|17.49|
|五粮液|000858.SZ|2022-09-01|6348.76|6348.49|27.16|25.12|6.2|6.2|23.71|31.82|9.59|8.98|1.58|1.85|144.13|6352.6|5599.39|17.7|
|五粮液|000858.SZ|2022-08-31|6489.66|6489.39|27.76|25.68|6.34|6.34|24.24|32.52|9.8|9.18|1.54|1.81|147.33|6493.5|5740.29|18.15|
|五粮液|000858.SZ|2022-08-30|6367|6366.73|27.24|25.19|6.22|6.22|23.78|31.91|9.62|9.01|1.57|1.84|144.54|6370.84|5617.63|17.76|
|五粮液|000858.SZ|2022-08-29|6418.24|6417.97|27.46|25.39|6.27|6.27|23.97|32.16|9.69|9.08|1.56|1.83|145.71|6422.08|5668.87|17.92|
|五粮液|000858.SZ|2022-08-26|6602.62|6602.34|28.24|26.12|6.45|6.45|24.66|33.09|9.97|9.34|1.52|1.78|149.89|6606.46|5853.24|18.5|
|五粮液|000858.SZ|2022-08-25|6575.83|6575.65|28.13|26.43|5.98|6.7|24.56|36.8|9.93|9.47|1.52|1.78|141.64|6579.46|5793.95|18.31|
|五粮液|000858.SZ|2022-08-24|6491.6|6491.42|27.77|26.1|5.91|6.61|24.25|36.33|9.8|9.35|1.54|1.81|139.83|6495.23|5709.72|18.05|
|五粮液|000858.SZ|2022-08-23|6521.1|6520.92|27.9|26.21|5.93|6.64|24.36|36.5|9.85|9.39|1.54|1.8|140.46|6524.73|5739.22|18.14|
|五粮液|000858.SZ|2022-08-22|6656.96|6656.77|28.48|26.76|6.06|6.78|24.86|37.26|10.05|9.59|1.5|1.76|143.39|6660.58|5875.07|18.57|
|五粮液|000858.SZ|2022-08-19|6740.8|6740.61|28.84|27.1|6.13|6.87|25.18|37.72|10.18|9.71|1.49|1.74|145.2|6744.43|5958.91|18.84|
|五粮液|000858.SZ|2022-08-18|6731.87|6731.68|28.8|27.06|6.13|6.86|25.14|37.67|10.17|9.7|1.49|1.74|145|6735.5|5949.99|18.81|
|五粮液|000858.SZ|2022-08-17|6839.39|6839.2|29.26|27.49|6.22|6.97|25.54|38.28|10.33|9.85|1.46|1.72|147.32|6843.02|6057.51|19.15|
|五粮液|000858.SZ|2022-08-16|6801.74|6801.55|29.1|27.34|6.19|6.93|25.4|38.07|10.27|9.8|1.47|1.73|146.51|6805.37|6019.86|19.03|
|五粮液|000858.SZ|2022-08-15|6831.63|6831.44|29.22|27.46|6.22|6.96|25.52|38.23|10.32|9.84|1.47|1.72|147.15|6835.26|6049.74|19.12|
|五粮液|000858.SZ|2022-08-12|6936.43|6936.24|29.67|27.88|6.31|7.07|25.91|38.82|10.48|9.99|1.44|1.69|149.41|6940.06|6154.55|19.45|
|五粮液|000858.SZ|2022-08-11|6905.77|6905.57|29.54|27.76|6.28|7.04|25.79|38.65|10.43|9.95|1.45|1.7|148.75|6909.39|6123.88|19.36|
|五粮液|000858.SZ|2022-08-10|6754|6753.81|28.89|27.15|6.15|6.88|25.23|37.8|10.2|9.73|1.48|1.74|145.48|6757.62|5972.11|18.88|
|五粮液|000858.SZ|2022-08-09|6869.67|6869.47|29.39|27.62|6.25|7|25.66|38.45|10.38|9.89|1.46|1.71|147.97|6873.29|6087.78|19.24|
|五粮液|000858.SZ|2022-08-08|6905.77|6905.57|29.54|27.76|6.28|7.04|25.79|38.65|10.43|9.95|1.45|1.7|148.75|6909.39|6123.88|19.36|
|五粮液|000858.SZ|2022-08-05|6955.07|6954.87|29.75|27.96|6.33|7.09|25.98|38.92|10.5|10.02|1.44|1.69|149.81|6958.69|6173.18|19.51|
|五粮液|000858.SZ|2022-08-04|6861.91|6861.71|29.35|27.58|6.24|6.99|25.63|38.4|10.36|9.88|1.46|1.71|147.81|6865.53|6080.02|19.22|
|五粮液|000858.SZ|2022-08-03|6776.9|6776.71|28.99|27.24|6.17|6.9|25.31|37.93|10.24|9.76|1.48|1.73|145.97|6780.52|5995.01|18.95|
|五粮液|000858.SZ|2022-08-02|6818.43|6818.24|29.17|27.41|6.2|6.95|25.47|38.16|10.3|9.82|1.47|1.72|146.87|6822.06|6036.55|19.08|
|五粮液|000858.SZ|2022-08-01|6931.78|6931.58|29.65|27.86|6.31|7.06|25.89|38.79|10.47|9.98|1.44|1.69|149.31|6935.4|6149.89|19.44|
|五粮液|000858.SZ|2022-07-29|6924.79|6924.59|29.62|27.84|6.3|7.05|25.86|38.75|10.46|9.97|1.45|1.69|149.16|6928.41|6142.9|19.42|
|五粮液|000858.SZ|2022-07-28|7263.26|7263.06|31.07|29.2|6.61|7.4|27.13|40.65|10.97|10.46|1.38|1.62|156.45|7266.89|6481.38|20.49|
|五粮液|000858.SZ|2022-07-27|7301.3|7301.1|31.23|29.35|6.64|7.44|27.27|40.86|11.03|10.52|1.37|1.61|157.27|7304.93|6519.42|20.61|
|五粮液|000858.SZ|2022-07-26|7413.48|7413.27|31.71|29.8|6.75|7.55|27.69|41.49|11.2|10.68|1.35|1.58|159.69|7417.11|6631.6|20.96|
|五粮液|000858.SZ|2022-07-25|7300.53|7300.32|31.23|29.35|6.64|7.44|27.27|40.86|11.03|10.51|1.37|1.61|157.25|7304.15|6518.64|20.61|
|五粮液|000858.SZ|2022-07-22|7216.3|7216.09|30.87|29.01|6.57|7.35|26.95|40.39|10.9|10.39|1.39|1.63|155.44|7219.92|6434.41|20.34|
|五粮液|000858.SZ|2022-07-21|7246.96|7246.76|31|29.13|6.59|7.38|27.07|40.56|10.95|10.44|1.38|1.62|156.1|7250.59|6465.08|20.44|
|五粮液|000858.SZ|2022-07-20|7340.51|7340.3|31.4|29.51|6.68|7.48|27.42|41.08|11.09|10.57|1.36|1.6|158.11|7344.13|6558.62|20.73|
|五粮液|000858.SZ|2022-07-19|7332.36|7332.15|31.37|29.48|6.67|7.47|27.39|41.04|11.07|10.56|1.37|1.6|157.94|7335.98|6550.47|20.71|
|五粮液|000858.SZ|2022-07-18|7271.42|7271.21|31.1|29.23|6.62|7.41|27.16|40.69|10.98|10.47|1.38|1.61|156.63|7275.04|6489.53|20.51|
|五粮液|000858.SZ|2022-07-15|7371.17|7370.96|31.53|29.63|6.71|7.51|27.53|41.25|11.13|10.62|1.36|1.59|158.78|7374.8|6589.29|20.83|
|五粮液|000858.SZ|2022-07-14|7380.1|7379.89|31.57|29.67|6.72|7.52|27.56|41.3|11.15|10.63|1.36|1.59|158.97|7383.73|6598.22|20.86|
|五粮液|000858.SZ|2022-07-13|7495.39|7495.17|32.06|30.13|6.82|7.64|27.99|41.95|11.32|10.8|1.34|1.57|161.45|7499.01|6713.5|21.22|
|五粮液|000858.SZ|2022-07-12|7375.06|7374.85|31.55|29.65|6.71|7.51|27.54|41.27|11.14|10.62|1.36|1.59|158.86|7378.68|6593.17|20.84|
|五粮液|000858.SZ|2022-07-11|7350.99|7350.78|31.45|29.55|6.69|7.49|27.45|41.14|11.1|10.59|1.36|1.6|158.34|7354.61|6569.1|20.76|
|五粮液|000858.SZ|2022-07-08|7479.86|7479.65|32|30.07|6.81|7.62|27.94|41.86|11.3|10.77|1.34|1.57|161.12|7483.48|6697.97|21.17|
|五粮液|000858.SZ|2022-07-07|7436.77|7436.56|31.81|29.89|6.77|7.58|27.78|41.62|11.23|10.71|1.35|1.58|160.19|7440.4|6654.89|21.04|
|五粮液|000858.SZ|2022-07-06|7559.04|7558.83|32.34|30.39|6.88|7.7|28.23|42.3|11.42|10.89|1.32|1.55|162.82|7562.67|6777.16|21.42|
|五粮液|000858.SZ|2022-07-05|7709.26|7709.04|32.98|30.99|7.02|7.85|28.79|43.14|11.64|11.1|1.3|1.52|166.06|7712.89|6927.38|21.9|
|五粮液|000858.SZ|2022-07-04|7803.58|7803.36|33.38|31.37|7.1|7.95|29.15|43.67|11.79|11.24|1.28|1.5|168.09|7807.21|7021.7|22.2|
|五粮液|000858.SZ|2022-07-01|7879.66|7879.44|33.71|31.68|7.17|8.03|29.43|44.1|11.9|11.35|1.27|1.49|169.73|7883.29|7097.78|22.44|
|五粮液|000858.SZ|2022-06-30|7838.13|7837.91|33.53|31.51|7.13|7.99|29.27|43.87|11.84|11.29|1.28|1.5|168.83|7841.76|7056.25|22.3|
|五粮液|000858.SZ|2022-06-29|7452.69|7452.48|31.88|29.96|6.78|7.59|27.83|41.71|11.26|10.73|1.34|1.57|160.53|7456.31|6670.8|21.09|
|五粮液|000858.SZ|2022-06-28|7749.63|7749.41|33.15|31.15|7.05|7.05|28.94|43.37|11.7|11.16|1.29|1.29|166.93|7753.26|6967.74|22.03|
|五粮液|000858.SZ|2022-06-27|7491.5|7491.29|32.05|30.11|6.82|6.82|27.98|41.93|11.31|10.79|1.34|1.34|161.37|7495.13|6709.62|21.21|
|五粮液|000858.SZ|2022-06-24|7180.97|7180.77|30.72|28.87|6.53|6.53|26.82|40.19|10.85|10.34|1.39|1.39|154.68|7184.6|6399.09|20.23|
|五粮液|000858.SZ|2022-06-23|7002.42|7002.22|29.95|28.15|6.37|6.37|26.15|39.19|10.58|10.09|1.43|1.43|150.83|7006.05|6220.53|19.66|
|五粮液|000858.SZ|2022-06-22|6911.98|6911.78|29.57|27.79|6.29|6.29|25.82|38.68|10.44|9.96|1.45|1.45|148.88|6915.6|6130.09|19.38|
|五粮液|000858.SZ|2022-06-21|7051.33|7051.13|30.16|28.35|6.42|6.42|26.34|39.46|10.65|10.16|1.42|1.42|151.89|7054.95|6269.44|19.82|
|五粮液|000858.SZ|2022-06-20|7122.36|7122.16|30.47|28.63|6.48|6.48|26.6|39.86|10.76|10.26|1.41|1.41|153.42|7125.99|6340.48|20.04|
|五粮液|000858.SZ|2022-06-17|7032.7|7032.5|30.08|28.27|6.4|6.4|26.27|39.36|10.62|10.13|1.42|1.42|151.48|7036.32|6250.81|19.76|
|五粮液|000858.SZ|2022-06-16|6893.74|6893.54|29.49|27.71|6.27|6.27|25.75|38.58|10.41|9.93|1.45|1.45|148.49|6897.36|6111.85|19.32|
|五粮液|000858.SZ|2022-06-15|6881.31|6881.12|29.44|27.66|6.26|6.26|25.7|38.51|10.39|9.91|1.46|1.46|148.22|6884.94|6099.43|19.28|
|五粮液|000858.SZ|2022-06-14|6746.23|6746.04|28.86|27.12|6.14|6.14|25.2|37.76|10.19|9.72|1.48|1.48|145.31|6749.86|5964.35|18.85|
|五粮液|000858.SZ|2022-06-13|6696.16|6695.97|28.64|26.92|6.09|6.09|25.01|37.47|10.11|9.64|1.5|1.5|144.24|6699.79|5914.28|18.7|
|五粮液|000858.SZ|2022-06-10|6886.75|6886.55|29.46|27.68|6.27|6.27|25.72|38.54|10.4|9.92|1.45|1.45|148.34|6890.37|6104.86|19.3|
|五粮液|000858.SZ|2022-06-09|6832.02|6831.82|29.23|27.46|6.22|6.22|25.52|38.24|10.32|9.84|1.47|1.47|147.16|6835.64|6050.13|19.12|
|五粮液|000858.SZ|2022-06-08|6914.31|6914.11|29.58|27.79|6.29|6.29|25.82|38.7|10.44|9.96|1.45|1.45|148.93|6917.93|6132.42|19.38|
|五粮液|000858.SZ|2022-06-07|6758.66|6758.46|28.91|27.17|6.15|6.15|25.24|37.82|10.21|9.73|1.48|1.48|145.58|6762.28|5976.77|18.89|
|五粮液|000858.SZ|2022-06-06|6712.85|6712.66|28.72|26.98|6.11|6.11|25.07|37.57|10.14|9.67|1.49|1.49|144.59|6716.48|5930.97|18.75|
|五粮液|000858.SZ|2022-06-02|6589.03|6588.84|28.19|26.49|6|6|24.61|36.88|9.95|9.49|1.52|1.52|141.93|6592.65|5807.14|18.36|
|五粮液|000858.SZ|2022-06-01|6614.65|6614.46|28.3|26.59|6.02|6.02|24.7|37.02|9.99|9.53|1.51|1.51|142.48|6618.27|5832.76|18.44|
|五粮液|000858.SZ|2022-05-31|6653.08|6652.89|28.46|26.74|6.05|6.05|24.85|37.23|10.05|9.58|1.51|1.51|143.31|6656.7|5871.19|18.56|
|五粮液|000858.SZ|2022-05-30|6450.46|6450.27|27.59|25.93|5.87|5.87|24.09|36.1|9.74|9.29|1.55|1.55|138.94|6454.08|5668.57|17.92|
|五粮液|000858.SZ|2022-05-27|6131|6130.83|26.23|24.65|5.58|5.58|22.9|34.31|9.26|8.83|1.63|1.63|132.06|6134.62|5349.11|16.91|
|五粮液|000858.SZ|2022-05-26|6102.66|6102.49|26.11|24.53|5.55|5.55|22.79|34.15|9.22|8.79|1.64|1.64|131.45|6106.29|5320.78|16.82|
|五粮液|000858.SZ|2022-05-25|6111.59|6111.42|26.14|24.57|5.56|5.56|22.83|34.2|9.23|8.8|1.64|1.64|131.64|6115.22|5329.71|16.85|
|五粮液|000858.SZ|2022-05-24|6077.43|6077.26|26|24.43|5.53|5.53|22.7|34.01|9.18|8.75|1.65|1.65|130.91|6081.06|5295.55|16.74|
|五粮液|000858.SZ|2022-05-23|6188.45|6188.27|26.47|24.88|5.63|5.63|23.11|34.63|9.35|8.91|1.62|1.62|133.3|6192.07|5406.56|17.09|
|五粮液|000858.SZ|2022-05-20|6306.45|6306.27|26.98|25.35|5.74|5.74|23.55|35.29|9.53|9.08|1.59|1.59|135.84|6310.07|5524.56|17.46|
|五粮液|000858.SZ|2022-05-19|5959.04|5958.88|25.49|23.95|5.42|5.42|22.26|33.35|9|8.58|1.68|1.68|128.36|5962.67|5177.16|16.36|
|五粮液|000858.SZ|2022-05-18|6000.19|6000.02|25.67|24.12|5.46|5.46|22.41|33.58|9.06|8.64|1.67|1.67|129.24|6003.81|5218.3|16.5|
|五粮液|000858.SZ|2022-05-17|6061.13|6060.96|25.93|24.37|5.52|5.52|22.64|33.92|9.15|8.73|1.65|1.65|130.56|6064.76|5279.24|16.69|
|五粮液|000858.SZ|2022-05-16|6023.48|6023.31|25.77|24.21|5.48|5.48|22.5|33.71|9.1|8.68|1.66|1.66|129.75|6027.1|5241.59|16.57|
|五粮液|000858.SZ|2022-05-13|6091.8|6091.62|26.06|24.49|5.54|5.54|22.75|34.09|9.2|8.77|1.64|1.64|131.22|6095.42|5309.91|16.78|
|五粮液|000858.SZ|2022-05-12|6136.05|6135.87|26.25|24.67|5.58|5.58|22.92|34.34|9.27|8.84|1.63|1.63|132.17|6139.67|5354.16|16.92|
|五粮液|000858.SZ|2022-05-11|6113.92|6113.75|26.15|24.58|5.56|5.56|22.83|34.22|9.23|8.81|1.64|1.64|131.69|6117.55|5332.03|16.85|
|五粮液|000858.SZ|2022-05-10|6029.3|6029.13|25.79|24.24|5.49|5.49|22.52|33.74|9.11|8.68|1.66|1.66|129.87|6032.93|5247.42|16.59|
|五粮液|000858.SZ|2022-05-09|6007.95|6007.78|25.7|24.15|5.47|5.47|22.44|33.62|9.07|8.65|1.67|1.67|129.41|6011.58|5226.07|16.52|
|五粮液|000858.SZ|2022-05-06|6096.45|6096.28|26.08|24.51|5.55|5.55|22.77|34.12|9.21|8.78|1.64|1.64|131.32|6100.08|5314.57|16.8|
|五粮液|000858.SZ|2022-05-05|6270.35|6270.17|26.82|25.21|5.71|5.71|23.42|35.09|9.47|9.03|1.6|1.6|135.06|6273.97|5488.46|17.35|
|五粮液|000858.SZ|2022-04-29|6293.25|6293.07|26.92|25.3|5.73|5.73|23.5|35.22|9.51|9.06|1.59|1.59|135.56|6296.88|5511.37|17.42|
|五粮液|000858.SZ|2022-04-28|6437.65|6437.48|32.26|28.31|6.92|6.92|43.8|24.62|11.23|9.97|1.56|1.56|122.83|6437.65|5706.09|21.4|
|五粮液|000858.SZ|2022-04-27|6264.53|6264.37|31.39|27.55|6.73|6.73|42.62|23.95|10.93|9.71|1.6|1.6|119.53|6264.53|5532.97|20.75|
|五粮液|000858.SZ|2022-04-26|6152.35|6152.19|30.83|27.06|6.61|6.61|41.86|23.52|10.73|9.53|1.63|1.63|117.39|6152.35|5420.79|20.33|
|五粮液|000858.SZ|2022-04-25|6016.49|6016.34|30.15|26.46|6.47|6.47|40.93|23.01|10.5|9.32|1.66|1.66|114.8|6016.49|5284.93|19.82|
|五粮液|000858.SZ|2022-04-22|6421.34|6421.18|32.18|28.24|6.9|6.9|43.69|24.55|11.2|9.95|1.56|1.56|122.52|6421.34|5689.78|21.34|
|五粮液|000858.SZ|2022-04-21|6310.72|6310.56|31.62|27.76|6.78|6.78|42.93|24.13|11.01|9.78|1.59|1.59|120.41|6310.72|5579.16|20.92|
|五粮液|000858.SZ|2022-04-20|6439.59|6439.42|32.27|28.32|6.92|6.92|43.81|24.62|11.23|9.98|1.56|1.56|122.87|6439.59|5708.03|21.4|
|五粮液|000858.SZ|2022-04-19|6404.65|6404.49|32.1|28.17|6.89|6.89|43.57|24.49|11.17|9.92|1.56|1.56|122.2|6404.65|5673.09|21.27|
|五粮液|000858.SZ|2022-04-18|6489.27|6489.11|32.52|28.54|6.98|6.98|44.15|24.81|11.32|10.05|1.54|1.54|123.82|6489.27|5757.71|21.59|
|五粮液|000858.SZ|2022-04-15|6594.85|6594.68|33.05|29.01|7.09|7.09|44.87|25.22|11.51|10.22|1.52|1.52|125.83|6594.85|5863.29|21.99|
|五粮液|000858.SZ|2022-04-14|6659.67|6659.5|33.37|29.29|7.16|7.16|45.31|25.46|11.62|10.32|1.5|1.5|127.07|6659.67|5928.11|22.23|
|五粮液|000858.SZ|2022-04-13|6300.63|6300.46|31.57|27.71|6.77|6.77|42.87|24.09|10.99|9.76|1.59|1.59|120.22|6300.63|5569.07|20.88|
|五粮液|000858.SZ|2022-04-12|6361.18|6361.02|31.88|27.98|6.84|6.84|43.28|24.32|11.1|9.85|1.57|1.57|121.38|6361.18|5629.62|21.11|
|五粮液|000858.SZ|2022-04-11|5964.48|5964.33|29.89|26.23|6.41|6.41|40.58|22.81|10.41|9.24|1.68|1.68|113.81|5964.48|5232.92|19.62|
|五粮液|000858.SZ|2022-04-08|6233.47|6233.31|31.24|27.42|6.7|6.7|42.41|23.83|10.87|9.66|1.61|1.61|118.94|6233.47|5501.91|20.63|
|五粮液|000858.SZ|2022-04-07|6228.04|6227.88|31.21|27.39|6.7|6.7|42.37|23.81|10.87|9.65|1.61|1.61|118.83|6228.04|5496.48|20.61|
|五粮液|000858.SZ|2022-04-06|6210.96|6210.8|31.13|27.32|6.68|6.68|42.26|23.75|10.84|9.62|1.61|1.61|118.51|6210.96|5479.4|20.55|
|五粮液|000858.SZ|2022-04-01|6206.69|6206.53|31.1|27.3|6.67|6.67|42.23|23.73|10.83|9.62|1.61|1.61|118.43|6206.69|5475.13|20.53|
|五粮液|000858.SZ|2022-03-31|6018.82|6018.67|30.16|26.47|6.47|6.47|40.95|23.01|10.5|9.32|1.66|1.66|114.84|6018.82|5287.26|19.83|
|五粮液|000858.SZ|2022-03-30|6092.18|6092.03|30.53|26.79|6.55|6.55|41.45|23.29|10.63|9.44|1.64|1.64|116.24|6092.18|5360.62|20.1|
|五粮液|000858.SZ|2022-03-29|5790.58|5790.43|29.02|25.47|6.23|6.23|39.4|22.14|10.1|8.97|1.73|1.73|110.49|5790.58|5059.02|18.97|
|五粮液|000858.SZ|2022-03-28|5868.99|5868.84|29.41|25.81|6.31|6.31|39.93|22.44|10.24|9.09|1.71|1.71|111.98|5868.99|5137.43|19.26|
|五粮液|000858.SZ|2022-03-25|6101.5|6101.34|30.58|26.84|6.56|6.56|41.51|23.33|10.64|9.45|1.64|1.64|116.42|6101.5|5369.94|20.14|
