vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,五粮液2016年1月至今每月末市盈率PE-TTM,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|五粮液|000858.SZ|2018-05-30|2981.07|2915.15|30.82|26.97|5.11|4.96|30.52|28.88|9.88|8.79|1.15||100.52|2981.07|2552.66|19.55|
|五粮液|000858.SZ|2018-05-29|2963.22|2897.69|30.63|26.81|5.08|4.93|30.34|28.71|9.82|8.73|1.15||99.92|2963.22|2534.81|19.42|
|五粮液|000858.SZ|2018-05-28|3006.31|2939.82|31.08|27.2|5.16|5|30.78|29.13|9.96|8.86|1.14||101.38|3006.31|2577.89|19.75|
|五粮液|000858.SZ|2018-05-25|2884.03|2820.26|29.81|26.1|4.95|4.8|29.53|27.94|9.55|8.5|1.18||97.25|2884.03|2455.62|18.81|
|五粮液|000858.SZ|2018-05-24|2873.17|2809.63|29.7|26|4.93|4.78|29.42|27.84|9.52|8.47|1.19||96.89|2873.17|2444.75|18.73|
|五粮液|000858.SZ|2018-05-23|2967.1|2901.49|30.67|26.85|5.09|4.94|30.38|28.75|9.83|8.75|1.15||100.05|2967.1|2538.69|19.45|
|五粮液|000858.SZ|2018-05-22|3014.07|2947.42|31.16|27.27|5.17|5.01|30.86|29.2|9.98|8.88|1.13||101.64|3014.07|2585.66|19.81|
|五粮液|000858.SZ|2018-05-21|2995.83|2929.58|30.97|27.11|5.14|4.98|30.68|29.03|9.92|8.83|1.14||101.02|2995.83|2567.41|19.67|
|五粮液|000858.SZ|2018-05-18|3011.74|2945.14|31.13|27.25|5.17|5.01|30.84|29.18|9.98|8.88|1.13||101.56|3011.74|2583.33|19.79|
|五粮液|000858.SZ|2018-05-17|2991.56|2925.4|30.92|27.07|5.13|4.98|30.63|28.99|9.91|8.82|1.14||100.88|2991.56|2563.14|19.63|
|五粮液|000858.SZ|2018-05-16|3073.07|3005.11|31.77|27.81|5.27|5.11|31.47|29.78|10.18|9.06|1.11||103.63|3073.07|2644.66|20.26|
|五粮液|000858.SZ|2018-05-15|3081.22|3013.08|31.85|27.88|5.28|5.13|31.55|29.86|10.21|9.08|1.11||103.9|3081.22|2652.81|20.32|
|五粮液|000858.SZ|2018-05-14|3040.08|2972.85|31.43|27.51|5.21|5.06|31.13|29.46|10.07|8.96|1.12||102.51|3040.08|2611.66|20.01|
|五粮液|000858.SZ|2018-05-11|2991.17|2925.02|30.92|27.07|5.13|4.98|30.63|28.98|9.91|8.82|1.14|1.14|100.86|2991.17|2562.75|19.63|
|五粮液|000858.SZ|2018-05-10|3026.88|2959.94|31.29|27.39|5.19|5.03|30.99|29.33|10.03|8.92|1.13|1.13|102.07|3026.88|2598.46|19.9|
|五粮液|000858.SZ|2018-05-09|2959.73|2894.28|30.6|26.78|5.08|4.92|30.31|28.68|9.8|8.72|1.15|1.15|99.8|2959.73|2531.31|19.39|
|五粮液|000858.SZ|2018-05-08|2951.57|2886.3|30.51|26.71|5.06|4.91|30.22|28.6|9.78|8.7|1.16|1.16|99.53|2951.57|2523.16|19.33|
|五粮液|000858.SZ|2018-05-07|2950.02|2884.79|30.5|26.69|5.06|4.91|30.21|28.58|9.77|8.7|1.16|1.16|99.48|2950.02|2521.61|19.32|
|五粮液|000858.SZ|2018-05-04|2829.69|2767.12|29.25|25.6|4.85|4.71|28.97|27.42|9.37|8.34|1.21|1.21|95.42|2829.69|2401.28|18.39|
|五粮液|000858.SZ|2018-05-03|2864.63|2801.28|29.61|25.92|4.91|4.76|29.33|27.76|9.49|8.44|1.19|1.19|96.6|2864.63|2436.21|18.66|
|五粮液|000858.SZ|2018-05-02|2764.48|2703.35|28.58|25.01|4.74|4.6|28.31|26.79|9.16|8.15|1.24|1.24|93.22|2764.48|2336.07|17.89|
|五粮液|000858.SZ|2018-04-27|2638.72|2580.37|38.89|30.51|5.21|5.03|22.56|36.51|10.75|9.16|1.29|1.29|193.72|2638.72|2268.62|24.73|
|五粮液|000858.SZ|2018-04-26|2682.19|2622.88|39.53|31.02|5.3|5.11|22.93|37.11|10.93|9.31|1.27|1.27|196.91|2682.19|2312.1|25.2|
|五粮液|000858.SZ|2018-04-25|2807.96|2745.86|41.39|32.47|5.55|5.35|24.01|38.85|11.44|9.74|1.22|1.22|206.15|2807.96|2437.86|26.57|
|五粮液|000858.SZ|2018-04-24|2811.45|2749.28|41.44|32.51|5.55|5.36|24.04|38.9|11.45|9.75|1.22|1.22|206.4|2811.45|2441.35|26.61|
|五粮液|000858.SZ|2018-04-23|2705.09|2645.27|39.87|31.28|5.34|5.16|23.13|37.43|11.02|9.39|1.26|1.26|198.59|2705.09|2335|25.45|
|五粮液|000858.SZ|2018-04-20|2702.76|2643|39.84|31.25|5.34|5.15|23.11|37.4|11.01|9.38|1.26|1.26|198.42|2702.76|2332.67|25.43|
|五粮液|000858.SZ|2018-04-19|2731.49|2671.08|40.26|31.59|5.4|5.4|23.35|37.79|11.13|9.48|1.25|1.25|200.53|2731.49|2361.39|25.74|
|五粮液|000858.SZ|2018-04-18|2517.86|2517.72|37.11|29.12|4.97|4.97|21.53|34.84|10.26|8.74|1.36|1.36|184.85|2517.86|2147.77|23.41|
|五粮液|000858.SZ|2018-04-17|2543.3|2543.15|37.49|29.41|5.02|5.02|21.74|35.19|10.36|8.82|1.34|1.34|186.72|2543.3|2173.2|23.69|
|五粮液|000858.SZ|2018-04-16|2580.12|2579.97|38.03|29.83|5.1|5.1|22.06|35.7|10.51|8.95|1.32|1.32|189.42|2580.12|2210.02|24.09|
|五粮液|000858.SZ|2018-04-13|2580.5|2580.35|38.03|29.84|5.1|5.1|22.06|35.7|10.51|8.95|1.32|1.32|189.45|2580.5|2210.4|24.09|
|五粮液|000858.SZ|2018-04-12|2626.81|2626.66|38.72|30.37|5.19|5.19|22.46|36.34|10.7|9.11|1.3|1.3|192.85|2626.81|2256.71|24.6|
|五粮液|000858.SZ|2018-04-11|2668.94|2668.79|39.34|30.86|5.27|5.27|22.82|36.93|10.87|9.26|1.28|1.28|195.94|2668.94|2298.85|25.06|
|五粮液|000858.SZ|2018-04-10|2671.6|2671.45|39.38|30.89|5.28|5.28|22.84|36.96|10.88|9.27|1.28|1.28|196.13|2671.6|2301.51|25.09|
|五粮液|000858.SZ|2018-04-09|2647.69|2647.54|39.03|30.62|5.23|5.23|22.64|36.63|10.79|9.19|1.29|1.29|194.38|2647.69|2277.59|24.82|
|五粮液|000858.SZ|2018-04-04|2653.38|2653.23|39.11|30.68|5.24|5.24|22.68|36.71|10.81|9.21|1.29|1.29|194.8|2653.38|2283.29|24.89|
|五粮液|000858.SZ|2018-04-03|2547.85|2547.71|37.55|29.46|5.03|5.03|21.78|35.25|10.38|8.84|1.34|1.34|187.05|2547.85|2177.76|23.74|
|五粮液|000858.SZ|2018-04-02|2521.66|2521.52|37.17|29.16|4.98|4.98|21.56|34.89|10.27|8.75|1.35|1.35|185.13|2521.66|2151.57|23.45|
|五粮液|000858.SZ|2018-03-30|2519|2518.86|37.13|29.13|4.98|4.98|21.54|34.85|10.26|8.74|1.36|1.36|184.93|2519|2148.91|23.42|
|五粮液|000858.SZ|2018-03-29|2562.28|2562.13|37.77|29.63|5.06|5.06|21.91|35.45|10.44|8.89|1.33|1.33|188.11|2562.28|2192.18|23.89|
|五粮液|000858.SZ|2018-03-28|2457.51|2457.37|36.22|28.42|4.85|4.85|21.01|34|10.01|8.53|1.39|1.39|180.42|2457.51|2087.41|22.75|
|五粮液|000858.SZ|2018-03-27|2599.1|2598.95|38.31|30.05|5.13|5.13|22.22|35.96|10.59|9.02|1.31|1.31|190.81|2599.1|2229|24.3|
|五粮液|000858.SZ|2018-03-26|2656.8|2656.65|39.16|30.72|5.25|5.25|22.71|36.76|10.82|9.22|1.29|1.29|195.05|2656.8|2286.7|24.92|
|五粮液|000858.SZ|2018-03-23|2709.18|2709.03|39.93|31.33|5.35|5.35|23.16|37.48|11.04|9.4|1.26|1.26|198.89|2709.18|2339.09|25.5|
|五粮液|000858.SZ|2018-03-22|2738.03|2737.88|40.36|31.66|5.41|5.41|23.41|37.88|11.16|9.5|1.25|1.25|201.01|2738.03|2367.94|25.81|
|五粮液|000858.SZ|2018-03-21|2828.75|2828.59|41.69|32.71|5.59|5.59|24.18|39.14|11.53|9.81|1.21|1.21|207.67|2828.75|2458.66|26.8|
|五粮液|000858.SZ|2018-03-20|2871.65|2871.49|42.33|33.21|5.67|5.67|24.55|39.73|11.7|9.96|1.19|1.19|210.82|2871.65|2501.55|27.27|
|五粮液|000858.SZ|2018-03-19|2949.85|2949.68|43.48|34.11|5.83|5.83|25.22|40.81|12.02|10.23|1.16|1.16|216.56|2949.85|2579.75|28.12|
|五粮液|000858.SZ|2018-03-16|2917.96|2917.79|43.01|33.74|5.76|5.76|24.95|40.37|11.89|10.12|1.17|1.17|214.22|2917.96|2547.86|27.77|
|五粮液|000858.SZ|2018-03-15|2960.85|2960.69|43.64|34.24|5.85|5.85|25.31|40.97|12.06|10.27|1.15|1.15|217.37|2960.85|2590.76|28.24|
|五粮液|000858.SZ|2018-03-14|2867.85|2867.69|42.27|33.16|5.66|5.66|24.52|39.68|11.68|9.95|1.19|1.19|210.54|2867.85|2497.76|27.22|
|五粮液|000858.SZ|2018-03-13|2832.17|2832.01|41.74|32.75|5.59|5.59|24.21|39.19|11.54|9.83|1.21|1.21|207.92|2832.17|2462.08|26.84|
|五粮液|000858.SZ|2018-03-12|2890.63|2890.46|42.61|33.43|5.71|5.71|24.71|39.99|11.78|10.03|1.18|1.18|212.21|2890.63|2520.53|27.47|
|五粮液|000858.SZ|2018-03-09|2926.69|2926.52|43.14|33.84|5.78|5.78|25.02|40.49|11.92|10.15|1.17|1.17|214.86|2926.69|2556.6|27.87|
|五粮液|000858.SZ|2018-03-08|2919.1|2918.93|43.03|33.75|5.77|5.77|24.96|40.39|11.89|10.13|1.17|1.17|214.3|2919.1|2549|27.78|
|五粮液|000858.SZ|2018-03-07|2781.68|2781.53|41|32.17|5.49|5.49|23.78|38.49|11.33|9.65|1.23|1.23|204.22|2781.68|2411.59|26.29|
|五粮液|000858.SZ|2018-03-06|2780.17|2780.01|40.98|32.15|5.49|5.49|23.77|38.47|11.33|9.65|1.23|1.23|204.1|2780.17|2410.07|26.27|
|五粮液|000858.SZ|2018-03-05|2736.51|2736.36|40.33|31.64|5.41|5.41|23.4|37.86|11.15|9.49|1.25|1.25|200.9|2736.51|2366.42|25.79|
|五粮液|000858.SZ|2018-03-02|2787|2786.84|41.08|32.23|5.51|5.51|23.83|38.56|11.36|9.67|1.23|1.23|204.61|2787|2416.9|26.34|
|五粮液|000858.SZ|2018-03-01|2821.16|2821|41.58|32.62|5.57|5.57|24.12|39.03|11.49|9.79|1.21|1.21|207.11|2821.16|2451.07|26.72|
|五粮液|000858.SZ|2018-02-28|2819.64|2819.48|41.56|32.6|5.57|5.57|24.11|39.01|11.49|9.78|1.21|1.21|207|2819.64|2449.55|26.7|
|五粮液|000858.SZ|2018-02-27|2888.73|2888.57|42.58|33.4|5.71|5.71|24.7|39.97|11.77|10.02|1.18|1.18|212.08|2888.73|2518.64|27.45|
|五粮液|000858.SZ|2018-02-26|2980.59|2980.42|43.93|34.47|5.89|5.89|25.48|41.24|12.14|10.34|1.15|1.15|218.82|2980.59|2610.5|28.45|
|五粮液|000858.SZ|2018-02-23|3023.11|3022.94|44.56|34.96|5.97|5.97|25.85|41.83|12.32|10.49|1.13|1.13|221.94|3023.11|2653.01|28.92|
|五粮液|000858.SZ|2018-02-22|3040.57|3040.4|44.82|35.16|6.01|6.01|26|42.07|12.39|10.55|1.12|1.12|223.22|3040.57|2670.47|29.11|
|五粮液|000858.SZ|2018-02-14|2907.71|2907.55|42.86|33.62|5.74|5.74|24.86|40.23|11.85|10.09|1.17|1.17|213.47|2907.71|2537.62|27.66|
|五粮液|000858.SZ|2018-02-13|2850.77|2850.61|42.02|32.96|5.63|5.63|24.37|39.44|11.62|9.89|1.2|1.2|209.29|2850.77|2480.68|27.04|
|五粮液|000858.SZ|2018-02-12|2824.2|2824.04|41.63|32.66|5.58|5.58|24.15|39.08|11.51|9.8|1.21|1.21|207.34|2824.2|2454.1|26.75|
|五粮液|000858.SZ|2018-02-09|2702.73|2702.57|39.84|31.25|5.34|5.34|23.11|37.39|11.01|9.38|1.26|1.26|198.42|2702.73|2332.63|25.42|
|五粮液|000858.SZ|2018-02-08|2733.86|2733.7|40.3|31.61|5.4|5.4|23.37|37.83|11.14|9.49|1.25|1.25|200.71|2733.86|2363.76|25.76|
|五粮液|000858.SZ|2018-02-07|2695.9|2695.74|39.74|31.17|5.33|5.33|23.05|37.3|10.98|9.35|1.27|1.27|197.92|2695.9|2325.8|25.35|
|五粮液|000858.SZ|2018-02-06|2901.64|2901.47|42.77|33.55|5.73|5.73|24.81|40.15|11.82|10.07|1.18|1.18|213.02|2901.64|2531.54|27.59|
|五粮液|000858.SZ|2018-02-05|2955.92|2955.75|43.57|34.18|5.84|5.84|25.27|40.9|12.04|10.26|1.16|1.16|217.01|2955.92|2585.82|28.18|
|五粮液|000858.SZ|2018-02-02|3123.32|3123.14|46.04|36.12|6.17|6.17|26.7|43.21|12.73|10.84|1.09|1.09|229.3|3123.32|2753.23|30.01|
|五粮液|000858.SZ|2018-02-01|3149.89|3149.71|46.43|36.42|6.22|6.22|26.93|43.58|12.83|10.93|1.08|1.08|231.25|3149.89|2779.8|30.3|
|五粮液|000858.SZ|2018-01-31|3203.04|3202.85|47.21|37.04|6.33|6.33|27.38|44.32|13.05|11.11|1.07|1.07|235.15|3203.04|2832.94|30.88|
|五粮液|000858.SZ|2018-01-30|3089.92|3089.74|45.54|35.73|6.1|6.1|26.42|42.75|12.59|10.72|1.11|1.11|226.85|3089.92|2719.82|29.64|
|五粮液|000858.SZ|2018-01-29|3115.73|3115.55|45.92|36.03|6.15|6.15|26.64|43.11|12.69|10.81|1.1|1.1|228.74|3115.73|2745.63|29.93|
|五粮液|000858.SZ|2018-01-26|3296.42|3296.23|48.59|38.12|6.51|6.51|28.18|45.61|13.43|11.44|1.04|1.04|242.01|3296.42|2926.32|31.9|
|五粮液|000858.SZ|2018-01-25|3264.53|3264.35|48.12|37.75|6.45|6.45|27.91|45.17|13.3|11.33|1.05|1.05|239.66|3264.53|2894.44|31.55|
|五粮液|000858.SZ|2018-01-24|3315.78|3315.59|48.87|38.34|6.55|6.55|28.35|45.88|13.51|11.5|1.03|1.03|243.43|3315.78|2945.68|32.11|
|五粮液|000858.SZ|2018-01-23|3405.36|3405.17|50.19|39.38|6.73|6.73|29.11|47.12|13.87|11.82|1|1|250|3405.36|3035.27|33.08|
|五粮液|000858.SZ|2018-01-22|3432.31|3432.12|50.59|39.69|6.78|6.78|29.34|47.49|13.98|11.91|1|1|251.98|3432.31|3062.22|33.38|
|五粮液|000858.SZ|2018-01-19|3233.02|3232.84|47.65|37.38|6.39|6.39|27.64|44.73|13.17|11.22|1.06|1.06|237.35|3233.02|2862.93|31.2|
|五粮液|000858.SZ|2018-01-18|3279.72|3279.53|48.34|37.92|6.48|6.48|28.04|45.38|13.36|11.38|1.04|1.04|240.78|3279.72|2909.62|31.71|
|五粮液|000858.SZ|2018-01-17|3264.91|3264.73|48.12|37.75|6.45|6.45|27.91|45.17|13.3|11.33|1.05|1.05|239.69|3264.91|2894.82|31.55|
|五粮液|000858.SZ|2018-01-16|3447.5|3447.3|50.81|39.86|6.81|6.81|29.47|47.7|14.05|11.96|0.99|0.99|253.1|3447.5|3077.4|33.54|
|五粮液|000858.SZ|2018-01-15|3482.8|3482.6|51.33|40.27|6.88|6.88|29.78|48.19|14.19|12.08|0.98|0.98|255.69|3482.8|3112.7|33.93|
|五粮液|000858.SZ|2018-01-12|3468.37|3468.18|51.12|40.11|6.85|6.85|29.65|47.99|14.13|12.03|0.98|0.98|254.63|3468.37|3098.28|33.77|
|五粮液|000858.SZ|2018-01-11|3338.93|3338.74|49.21|38.61|6.6|6.6|28.55|46.2|13.6|11.58|1.02|1.02|245.13|3338.93|2968.84|32.36|
|五粮液|000858.SZ|2018-01-10|3374.61|3374.42|49.74|39.02|6.67|6.67|28.85|46.69|13.75|11.71|1.01|1.01|247.75|3374.61|3004.52|32.75|
|五粮液|000858.SZ|2018-01-09|3268.33|3268.14|48.17|37.79|6.46|6.46|27.94|45.22|13.32|11.34|1.05|1.05|239.94|3268.33|2898.23|31.59|
|五粮液|000858.SZ|2018-01-08|3120.28|3120.11|45.99|36.08|6.16|6.16|26.68|43.17|12.71|10.83|1.09|1.09|229.07|3120.28|2750.19|29.98|
|五粮液|000858.SZ|2018-01-05|3138.51|3138.33|46.26|36.29|6.2|6.2|26.83|43.42|12.79|10.89|1.09|1.09|230.41|3138.51|2768.41|30.17|
|五粮液|000858.SZ|2018-01-04|3150.27|3150.09|46.43|36.43|6.22|6.22|26.93|43.59|12.84|10.93|1.08|1.08|231.28|3150.27|2780.18|30.3|
|五粮液|000858.SZ|2018-01-03|3070.94|3070.76|45.26|35.51|6.07|6.07|26.25|42.49|12.51|10.65|1.11|1.11|225.45|3070.94|2700.84|29.44|
|五粮液|000858.SZ|2018-01-02|3058.79|3058.62|45.08|35.37|6.04|6.04|26.15|42.32|12.46|10.61|1.12|1.12|224.56|3058.79|2688.7|29.31|
|五粮液|000858.SZ|2017-12-29|3032.22|3032.05|44.69|35.06|5.99|5.99|25.92|41.95|12.35|10.52|1|1.13|222.61|3032.22|2662.12|29.02|
|五粮液|000858.SZ|2017-12-28|3069.42|3069.24|45.24|35.49|6.06|6.06|26.24|42.47|12.51|10.65|0.99|1.11|225.34|3069.42|2699.32|29.42|
|五粮液|000858.SZ|2017-12-27|2957.06|2956.89|43.59|34.19|5.84|5.84|25.28|40.91|12.05|10.26|1.03|1.16|217.09|2957.06|2586.96|28.2|
|五粮液|000858.SZ|2017-12-26|3016.65|3016.48|44.46|34.88|5.96|5.96|25.79|41.74|12.29|10.47|1.01|1.13|221.47|3016.65|2646.56|28.85|
|五粮液|000858.SZ|2017-12-25|3058.03|3057.86|45.07|35.36|6.04|6.04|26.14|42.31|12.46|10.61|0.99|1.12|224.5|3058.03|2687.94|29.3|
|五粮液|000858.SZ|2017-12-22|3058.79|3058.62|45.08|35.37|6.04|6.04|26.15|42.32|12.46|10.61|0.99|1.12|224.56|3058.79|2688.7|29.31|
|五粮液|000858.SZ|2017-12-21|3118.39|3118.21|45.96|36.06|6.16|6.16|26.66|43.15|12.71|10.82|0.97|1.1|228.94|3118.39|2748.29|29.96|
|五粮液|000858.SZ|2017-12-20|3097.51|3097.33|45.66|35.82|6.12|6.12|26.48|42.86|12.62|10.75|0.98|1.1|227.4|3097.51|2727.41|29.73|
|五粮液|000858.SZ|2017-12-19|2976.8|2976.63|43.88|34.42|5.88|5.88|25.45|41.19|12.13|10.33|1.02|1.15|218.54|2976.8|2606.7|28.41|
|五粮液|000858.SZ|2017-12-18|2925.93|2925.76|43.13|33.83|5.78|5.78|25.01|40.48|11.92|10.15|1.04|1.17|214.81|2925.93|2555.84|27.86|
|五粮液|000858.SZ|2017-12-15|2769.16|2769|40.82|32.02|5.47|5.47|23.67|38.31|11.28|9.61|1.1|1.23|203.3|2769.16|2399.06|26.15|
|五粮液|000858.SZ|2017-12-14|2835.21|2835.05|41.79|32.78|5.6|5.6|24.24|39.23|11.55|9.84|1.07|1.21|208.15|2835.21|2465.11|26.87|
|五粮液|000858.SZ|2017-12-13|2814.71|2814.55|41.49|32.55|5.56|5.56|24.06|38.94|11.47|9.77|1.08|1.21|206.64|2814.71|2444.61|26.65|
|五粮液|000858.SZ|2017-12-12|2727.78|2727.63|40.21|31.54|5.39|5.39|23.32|37.74|11.11|9.46|1.11|1.25|200.26|2727.78|2357.69|25.7|
|五粮液|000858.SZ|2017-12-11|2729.3|2729.14|40.23|31.56|5.39|5.39|23.33|37.76|11.12|9.47|1.11|1.25|200.37|2729.3|2359.21|25.71|
|五粮液|000858.SZ|2017-12-08|2577.46|2577.31|37.99|29.8|5.09|5.09|22.04|35.66|10.5|8.94|1.18|1.33|189.22|2577.46|2207.37|24.06|
|五粮液|000858.SZ|2017-12-07|2503.82|2503.68|36.9|28.95|4.95|4.95|21.41|34.64|10.2|8.69|1.21|1.36|183.82|2503.82|2133.73|23.26|
|五粮液|000858.SZ|2017-12-06|2593.4|2593.26|38.23|29.99|5.12|5.12|22.17|35.88|10.57|9|1.17|1.32|190.39|2593.4|2223.31|24.23|
|五粮液|000858.SZ|2017-12-05|2593.4|2593.26|38.23|29.99|5.12|5.12|22.17|35.88|10.57|9|1.17|1.32|190.39|2593.4|2223.31|24.23|
|五粮液|000858.SZ|2017-12-04|2579.36|2579.21|38.02|29.83|5.09|5.09|22.05|35.69|10.51|8.95|1.18|1.32|189.36|2579.36|2209.26|24.08|
|五粮液|000858.SZ|2017-12-01|2478.77|2478.63|36.54|28.66|4.9|4.9|21.19|34.3|10.1|8.6|1.23|1.38|181.98|2478.77|2108.67|22.98|
|五粮液|000858.SZ|2017-11-30|2490.15|2490.01|36.7|28.79|4.92|4.92|21.29|34.45|10.15|8.64|1.22|1.37|182.81|2490.15|2120.06|23.11|
|五粮液|000858.SZ|2017-11-29|2513.69|2513.55|37.05|29.07|4.97|4.97|21.49|34.78|10.24|8.72|1.21|1.36|184.54|2513.69|2143.59|23.36|
|五粮液|000858.SZ|2017-11-28|2607.07|2606.92|38.43|30.15|5.15|5.15|22.29|36.07|10.62|9.05|1.16|1.31|191.4|2607.07|2236.98|24.38|
|五粮液|000858.SZ|2017-11-27|2565.69|2565.55|37.82|29.67|5.07|5.07|21.94|35.5|10.45|8.9|1.18|1.33|188.36|2565.69|2195.6|23.93|
|五粮液|000858.SZ|2017-11-24|2598.72|2598.57|38.3|30.05|5.13|5.13|22.22|35.96|10.59|9.02|1.17|1.31|190.78|2598.72|2228.62|24.29|
|五粮液|000858.SZ|2017-11-23|2564.93|2564.79|37.81|29.66|5.07|5.07|21.93|35.49|10.45|8.9|1.18|1.33|188.3|2564.93|2194.84|23.92|
|五粮液|000858.SZ|2017-11-22|2729.3|2729.14|40.23|31.56|5.39|5.39|23.33|37.76|11.12|9.47|1.11|1.25|200.37|2729.3|2359.21|25.71|
|五粮液|000858.SZ|2017-11-21|2807.12|2806.96|41.38|32.46|5.54|5.54|24|38.84|11.44|9.74|1.08|1.22|206.08|2807.12|2437.02|26.56|
|五粮液|000858.SZ|2017-11-20|2768.4|2768.24|40.8|32.01|5.47|5.47|23.67|38.3|11.28|9.61|1.1|1.23|203.24|2768.4|2398.3|26.14|
|五粮液|000858.SZ|2017-11-17|2841.66|2841.5|41.88|32.86|5.61|5.61|24.29|39.32|11.58|9.86|1.07|1.2|208.62|2841.66|2471.57|26.94|
|五粮液|000858.SZ|2017-11-16|2892.53|2892.36|42.63|33.45|5.71|5.71|24.73|40.02|11.79|10.04|1.05|1.18|212.35|2892.53|2522.43|27.49|
|五粮液|000858.SZ|2017-11-15|2839.38|2839.22|41.85|32.83|5.61|5.61|24.27|39.29|11.57|9.85|1.07|1.2|208.45|2839.38|2469.29|26.91|
|五粮液|000858.SZ|2017-11-14|2740.31|2740.15|40.39|31.69|5.41|5.41|23.43|37.91|11.16|9.51|1.11|1.25|201.18|2740.31|2370.21|25.83|
|五粮液|000858.SZ|2017-11-13|2825.72|2825.56|41.65|32.67|5.58|5.58|24.16|39.1|11.51|9.8|1.07|1.21|207.45|2825.72|2455.62|26.77|
|五粮液|000858.SZ|2017-11-10|2831.79|2831.63|41.74|32.75|5.59|5.59|24.21|39.18|11.54|9.83|1.07|1.21|207.9|2831.79|2461.7|26.83|
|五粮液|000858.SZ|2017-11-09|2700.83|2700.68|39.81|31.23|5.33|5.33|23.09|37.37|11|9.37|1.12|1.26|198.28|2700.83|2330.74|25.4|
|五粮液|000858.SZ|2017-11-08|2675.02|2674.87|39.43|30.93|5.28|5.28|22.87|37.01|10.9|9.28|1.14|1.28|196.39|2675.02|2304.92|25.12|
|五粮液|000858.SZ|2017-11-07|2695.14|2694.98|39.72|31.16|5.32|5.32|23.04|37.29|10.98|9.35|1.13|1.27|197.86|2695.14|2325.04|25.34|
|五粮液|000858.SZ|2017-11-06|2662.87|2662.72|39.25|30.79|5.26|5.26|22.77|36.84|10.85|9.24|1.14|1.28|195.49|2662.87|2292.78|24.99|
|五粮液|000858.SZ|2017-11-03|2593.78|2593.64|38.23|29.99|5.12|5.12|22.18|35.89|10.57|9|1.17|1.32|190.42|2593.78|2223.69|24.24|
|五粮液|000858.SZ|2017-11-02|2566.83|2566.69|37.83|29.68|5.07|5.07|21.94|35.51|10.46|8.91|1.18|1.33|188.44|2566.83|2196.74|23.94|
|五粮液|000858.SZ|2017-11-01|2544.06|2543.91|37.5|29.42|5.03|5.03|21.75|35.2|10.37|8.83|1.19|1.34|186.77|2544.06|2173.96|23.7|
|五粮液|000858.SZ|2017-10-31|2528.87|2528.73|37.27|29.24|5|5|21.62|34.99|10.3|8.77|1.2|1.35|185.66|2528.87|2158.78|23.53|
|五粮液|000858.SZ|2017-10-30|2543.3|2543.15|37.49|29.41|5.02|5.02|21.74|35.19|10.36|8.82|1.19|1.34|186.72|2543.3|2173.2|23.69|
|五粮液|000858.SZ|2017-10-27|2580.88|2580.73|38.04|29.84|5.1|5.1|22.06|35.71|10.52|8.95|1.18|1.32|189.47|2580.88|2210.78|24.1|
|五粮液|000858.SZ|2017-10-26|2469.66|2469.52|36.4|31.38|5.08|5.08|21.11|23.41|10.06|9.18|1.23|1.38|375.09|2469.66|2125.05|23.16|
|五粮液|000858.SZ|2017-10-25|2392.22|2392.08|35.26|30.4|4.92|4.92|20.45|22.67|9.75|8.89|1.27|1.43|363.33|2392.22|2047.61|22.32|
|五粮液|000858.SZ|2017-10-24|2413.86|2413.72|35.58|30.67|4.96|4.96|20.64|22.88|9.83|8.97|1.26|1.42|366.62|2413.86|2069.25|22.55|
|五粮液|000858.SZ|2017-10-23|2376.28|2376.14|35.02|30.2|4.89|4.89|20.32|22.52|9.68|8.83|1.28|1.44|360.91|2376.28|2031.67|22.14|
|五粮液|000858.SZ|2017-10-20|2372.86|2372.72|34.97|30.15|4.88|4.88|20.29|22.49|9.67|8.82|1.28|1.44|360.39|2372.86|2028.25|22.11|
|五粮液|000858.SZ|2017-10-19|2391.46|2391.32|35.25|30.39|4.92|4.92|20.45|22.67|9.74|8.89|1.27|1.43|363.21|2391.46|2046.85|22.31|
|五粮液|000858.SZ|2017-10-18|2328.83|2328.69|34.33|29.59|4.79|4.79|19.91|22.07|9.49|8.65|1.3|1.47|353.7|2328.83|1984.22|21.63|
|五粮液|000858.SZ|2017-10-17|2281.38|2281.25|33.63|28.99|4.69|4.69|19.5|21.62|9.3|8.48|1.33|1.5|346.49|2281.38|1936.77|21.11|
|五粮液|000858.SZ|2017-10-16|2264.29|2264.17|33.37|28.77|4.66|4.66|19.36|21.46|9.23|8.41|1.34|1.51|343.9|2264.29|1919.69|20.92|
|五粮液|000858.SZ|2017-10-13|2339.07|2338.94|34.48|29.72|4.81|4.81|20|22.17|9.53|8.69|1.3|1.46|355.26|2339.07|1994.47|21.74|
|五粮液|000858.SZ|2017-10-12|2308.33|2308.2|34.02|29.33|4.75|4.75|19.73|21.88|9.4|8.58|1.32|1.48|350.59|2308.33|1963.72|21.4|
