date,open,close,high,low,vol
2026-06-09,38.8,37.72,38.99,37.02,693955.0
2026-06-10,37.43,40.39,41.0,37.37,1066047.0
2026-06-11,40.65,41.0,42.56,39.24,1330375.0
2026-06-12,41.1,42.39,43.05,41.1,1146031.0
2026-06-15,45.0,46.59,46.63,42.22,1380625.0
2026-06-16,46.06,46.7,48.0,44.8,1376212.0
2026-06-17,45.61,47.7,47.77,44.88,1165775.0
2026-06-18,47.17,44.12,47.17,43.25,1626784.0
2026-06-22,44.55,48.53,48.53,43.51,1255678.0
2026-06-23,50.01,46.85,50.49,46.2,1395514.0
2026-06-24,46.08,50.73,51.34,46.08,1284452.0
2026-06-25,50.73,50.8,52.0,50.3,1018932.0
2026-06-26,50.3,50.95,52.46,49.67,1000657.0
2026-06-29,53.0,53.8,54.9,48.22,1338731.0
2026-06-30,52.0,53.01,55.0,51.13,999231.0
2026-07-01,53.11,55.85,57.78,52.55,1258663.0
2026-07-02,53.7,54.83,58.0,51.07,1269606.0
2026-07-03,53.51,49.35,54.68,49.35,1376048.0
2026-07-06,48.8,49.05,50.77,47.6,976802.0
2026-07-07,48.05,46.58,48.77,46.11,833591.0
2026-07-08,46.58,45.72,48.15,44.9,854361.0
2026-07-09,45.92,46.0,46.88,44.63,686197.0
2026-07-10,45.97,43.42,46.97,43.35,1039476.0
2026-07-13,42.0,41.96,43.2,41.64,708020.0
2026-07-14,42.05,42.85,43.09,41.11,522678.0
2026-07-15,42.85,42.2,43.08,41.5,462120.0
2026-07-16,41.89,39.98,41.98,39.69,584913.0
2026-07-17,39.87,39.13,41.15,38.81,525822.0
